text,category
i'm a big fan of book worm. it's a series of fantasy novels.,chit-chat
book xv,novel
do you like to read? i'm a big fan of book worm. it's a series of fantasy novels.,chit-chat
book xvi,novel
do you like to read? i'm a big fan of book worm. it's a series of short stories.,chit-chat
book xvii,novel
i'm a big fan of xfinity. it's a magazine based in new york city.,chit-chat
book xviii,novel
have you ever read xxqs? it's an american novel written by an american author.,chit-chat
book xix,novel
have you ever read xxix? it's an american novel written in the early 20th century.,chit-chat
book xx,novel
do you like to read? i'm a big fan of the book of the same name.,chit-chat
book xxi,novel
have you ever read xxxi? it's a sci - fi novel written in the early 20th century.,chit-chat
book xxii,novel
i'm a big fan of xxqs. it's a book written by a guy named xqx.,chit-chat
book xxiii,novel
have you ever read a xxxiii book? it's a series of short stories written by xerxes.,chit-chat
book xxiv,novel
have you ever read xxxiv? it's a magazine based on a comic book.,chit-chat
concluding note,novel
do you like note notes? it is a collection of notes written by a person or group of people.,chit-chat
illustrations homer invoking the muse mars minerva repressing the fury of achilles the departure of briseis from the tent of achilles thetis calling briareus to the assistance of jupiter thetis entreating jupiter to honour achilles vulcan jupiter the apotheosis of homer jupiter sending the evil dream to agamemnon neptune venus disguised inviting helen to the chamber of paris venus presenting helen to paris venus map titled græciæ antiquæ the council of the gods map of the plain of troy venus wounded in the hand conducted by iris to mars otus and ephialtes holding mars captive diomed casting his spear at mars juno hector chiding paris the meeting of hector and andromache bows and bow case iris hector and ajax separated by the heralds greek amphorawine vessels juno and minerva going to assist the greeks the hours taking the horses from junos car the shield of achilles pluto the embassy to achilles greek galley proserpine achilles diomed and ulysses returning with the spoils of rhesus the descent of discord hercules polydamas advising hector greek altar neptune rising from the sea greek earrings sleep escaping from the wrath of jupiter greek shield bacchus ajax defending the greek ships castor and pollux buckles diana sleep and death conveying the body of sarpedon to lycia æsculapius fight for the body of patroclus vulcan from an antique gem thetis ordering the nereids to descend into the sea juno commanding the sun to set tripod thetis and eurynome receiving the infant vulcan vulcan and charis receiving thetis thetis bringing the armour to achilles hercules the gods descending to battle centaur achilles contending with the rivers the bath andromache fainting on the wall the funeral pile of patroclus ceres hectors body at the car of achilles the judgment of paris iris advises priam to obtain the body of hector funeral of hector introduction,novel
"wow, that's a lot of work. i'm not sure i could do it.",chit-chat
scepticism is as much the result of knowledge as knowledge is of scepticism,novel
that's a good point. i'm not sure i'd call it knowledge though.,chit-chat
to be content with what we at present know is for the most part to shut our ears against conviction since from the very gradual character of our education we must continually forget and emancipate ourselves from knowledge previously acquired we must set aside old notions and embrace fresh ones and as we learn we must be daily unlearning something which it has cost us no small labour and anxiety to acquire,novel
that's a great way to look at it. i'm not sure i've ever felt that way before.,chit-chat
and this difficulty attaches itself more closely to an age in which progress has gained a strong ascendency over prejudice and in which persons and things are day by day finding their real level in lieu of their conventional value,novel
that's a great way to look at it. i'm glad to hear that.,chit-chat
the same principles which have swept away traditional abuses and which are making rapid havoc among the revenues of sinecurists and stripping the thin tawdry veil from attractive superstitions are working as actively in literature as in society,novel
"i don't know much about the sinecurists, but i do know that there are a lot of them.",chit-chat
the credulity of one writer or the partiality of another finds as powerful a touchstone and as wholesome a chastisement in the healthy scepticism of a temperate class of antagonists as the dreams of conservatism or the impostures of pluralist sinecures in the church,novel
"what do you mean by "" the credulity of one writer or the partiality of another finds as powerful a touchstone and as wholesome a chastisement in the healthy scepticism of a temperate class of antagonists as the dreams of conservatism or the impostures of pluralist sinecures in the church?",chit-chat
history and tradition whether of ancient or comparatively recent times are subjected to very different handling from that which the indulgence or credulity of former ages could allow,novel
that's a good point. i'm not sure i'd agree with you on that one.,chit-chat
mere statements are jealously watched and the motives of the writer form as important an ingredient in the analysis of his history as the facts he records,novel
that's a good way to look at it. do you have a favorite writer you like?,chit-chat
probability is a powerful and troublesome test and it is by this troublesome standard that a large portion of historical evidence is sifted,novel
i'm not sure i understand what you're saying. are you saying that there is a large portion of historical evidence that is sifted?,chit-chat
consistency is no less pertinacious and exacting in its demands,novel
that's a good point. i think it's important to be consistent in your work.,chit-chat
in brief to write a history we must know more than mere facts,novel
that's a good way to look at it. what facts do you want to know?,chit-chat
human nature viewed under an induction of extended experience is the best help to the criticism of human history,novel
"i agree. i think it's important to be critical of human history, as well as human nature.",chit-chat
historical characters can only be estimated by the standard which human experience whether actual or traditionary has furnished,novel
that's a good point. i'm not sure if i've ever had a traditionary experience.,chit-chat
to form correct views of individuals we must regard them as forming parts of a great wholewe must measure them by their relation to the mass of beings by whom they are surrounded and in contemplating the incidents in their lives or condition which tradition has handed down to us we must rather consider the general bearing of the whole narrative than the respective probability of its details,novel
that's a good way to look at it. i'm not sure i agree with that.,chit-chat
it is unfortunate for us that of some of the greatest men we know least and talk most,novel
i agree. it's a shame that some of the greatest men we know have died.,chit-chat
homer socrates and shakespere1 have perhaps contributed more to the intellectual enlightenment of mankind than any other three writers who could be named and yet the history of all three has given rise to a boundless ocean of discussion which has left us little save the option of choosing which theory or theories we will follow,novel
homer socrates and shakespere1 have perhaps contributed more to the intellectual enlightenment of mankind than any other three writers who could be named and yet the history of all three has given rise to a boundless ocean of discussion which has left us little save the option of which theory or theories we will follow,chit-chat
the personality of shakespere is perhaps the only thing in which critics will allow us to believe without controversy but upon everything else even down to the authorship of plays there is more or less of doubt and uncertainty,novel
that's a very good point. i'm not sure i've ever seen a play that i didn't like.,chit-chat
of socrates we know as little as the contradictions of plato and xenophon will allow us to know,novel
i'm not familiar with socrates. what contradictions do you know about plato and xenophon?,chit-chat
he was one of the _dramatis personæ_ in two dramas as unlike in principles as in style,novel
that's interesting. i've never heard of him before. what's his name?,chit-chat
he appears as the enunciator of opinions as different in their tone as those of the writers who have handed them down,novel
that's a good way to look at it. i'm not a big fan of him though.,chit-chat
when we have read plato _or_ xenophon we think we know something of socrates when we have fairly read and examined both we feel convinced that we are something worse than ignorant,novel
i don't think we're worse than ignorant. we just have a different perspective.,chit-chat
it has been an easy and a popular expedient of late years to deny the personal or real existence of men and things whose life and condition were too much for our belief,novel
that's very true. it's hard to believe that there are still so many men out there.,chit-chat
this systemwhich has often comforted the religious sceptic and substituted the consolations of strauss for those of the new testamenthas been of incalculable value to the historical theorists of the last and present centuries,novel
i'm not sure what you mean by that. are you referring to the historical theorists?,chit-chat
to question the existence of alexander the great would be a more excusable act than to believe in that of romulus,novel
i don't think so. alexander the great is a historical figure from the middle ages.,chit-chat
to deny a fact related in herodotus because it is inconsistent with a theory developed from an assyrian inscription which no two scholars read in the same way is more pardonable than to believe in the goodnatured old king whom the elegant pen of florian has idealized_numa pompilius_ scepticism has attained its culminating point with respect to homer and the state of our homeric knowledge may be described as a free permission to believe any theory provided we throw overboard all written tradition concerning the author or authors of the iliad and odyssey,novel
i'm not familiar with herodotus. what's it about? i've never heard of it.,chit-chat
what few authorities exist on the subject are summarily dismissed although the arguments appear to run in a circle,novel
"i don't know about you, but i've never been dismissed from a court of law.",chit-chat
this can not be true because it is not true and that is not true because it can not be true such seems to be the style in which testimony upon testimony statement upon statement is consigned to denial and oblivion,novel
i'm not sure what you mean by that. do you mean that it's not true because it can't be true?,chit-chat
it is however unfortunate that the professed biographies of homer are partly forgeries partly freaks of ingenuity and imagination in which truth is the requisite most wanting,novel
"i don't think i'm a forgerie, but i agree with you.",chit-chat
before taking a brief review of the homeric theory in its present conditions some notice must be taken of the treatise on the life of homer which has been attributed to herodotus,novel
i've never heard of herodotus. what does he say about homeric theory?,chit-chat
according to this document the city of cumæ in æolia was at an early period the seat of frequent immigrations from various parts of greece,novel
that's interesting. i've never been to æolia. do you know much about it?,chit-chat
among the immigrants was menapolus the son of ithagenes,novel
that's interesting. do you know who the son of ithagenes was?,chit-chat
although poor he married and the result of the union was a girl named critheïs,novel
that's so sad. i'm sorry to hear that. i hope he's doing better now.,chit-chat
the girl was left an orphan at an early age under the guardianship of cleanax of argos,novel
that's terrible. i'm sorry to hear that. i hope she's okay.,chit-chat
it is to the indiscretion of this maiden that we are indebted for so much happiness homer was the first fruit of her juvenile frailty and received the name of melesigenes from having been born near the river meles in bœotia whither critheïs had been transported in order to save her reputation,novel
"wow, that's really interesting. i've never heard of homer before. what is his name?",chit-chat
at this time continues our narrative there lived at smyrna a man named phemius a teacher of literature and music who not being married engaged critheïs to manage his household and spin the flax he received as the price of his scholastic labours,novel
"wow, that's interesting. i've never heard of smyrna. what's it about?",chit-chat
so satisfactory was her performance of this task and so modest her conduct that he made proposals of marriage declaring himself as a further inducement willing to adopt her son who he asserted would become a clever man if he were carefully brought up they were married careful cultivation ripened the talents which nature had bestowed and melesigenes soon surpassed his schoolfellows in every attainment and when older rivalled his preceptor in wisdom,novel
"wow, that's interesting. i'm not sure if i would want to be married.",chit-chat
phemius died leaving him sole heir to his property and his mother soon followed,novel
i'm so sorry to hear that. phemius was such a great character. he was such an amazing character.,chit-chat
melesigenes carried on his adopted fathers school with great success exciting the admiration not only of the inhabitants of smyrna but also of the strangers whom the trade carried on there especially in the exportation of corn attracted to that city,novel
"i've never heard of melesigenes, but i know he's from smyrna.",chit-chat
among these visitors one mentes from leucadia the modern santa maura who evinced a knowledge and intelligence rarely found in those times persuaded melesigenes to close his school and accompany him on his travels,novel
"wow, that's interesting. i've never heard of melesigenes before.",chit-chat
he promised not only to pay his expenses but to furnish him with a further stipend urging that while he was yet young it was fitting that he should see with his own eyes the countries and cities which might hereafter be the subjects of his discourses melesigenes consented and set out with his patron examining all the curiosities of the countries they visited and informing himself of everything by interrogating those whom he met we may also suppose that he wrote memoirs of all that he deemed worthy of preservation,novel
"wow, that's really interesting. i've never read a book like that before.",chit-chat
2 having set sail from tyrrhenia and iberia they reached ithaca,novel
"that's amazing! i've never been to ithaca, but i'd love to go.",chit-chat
here melesigenes who had already suffered in his eyes became much worse and mentes who was about to leave for leucadia left him to the medical superintendence of a friend of his named mentor the son of alcinor,novel
"wow, that's so sad. melesigenes is such a great character.",chit-chat
under his hospitable and intelligent host melesigenes rapidly became acquainted with the legends respecting ulysses which afterwards formed the subject of the odyssey,novel
i love the odyssey! it's one of my favorite music genres. have you heard of it?,chit-chat
the inhabitants of ithaca assert that it was here that melesigenes became blind but the colophomans make their city the seat of that misfortune,novel
"wow, that's really interesting. i've never heard of ithaca before.",chit-chat
he then returned to smyrna where he applied himself to the study of poetry,novel
that's really cool. i've never heard of smyrna. what's it like?,chit-chat
3 but poverty soon drove him to cumæ,novel
i am sorry to hear that. i hope you are able to find a way to help him.,chit-chat
having passed over the hermæan plain he arrived at neon teichos the new wall a colony of cumæ,novel
"wow, that must have been a long time ago. i'm sorry to hear that.",chit-chat
here his misfortunes and poetical talent gained him the friendship of one tychias an armourer,novel
that's a good way to look at it. i'm glad he's doing well.,chit-chat
and up to my time continued the author the inhabitants showed the place where he used to sit when giving a recitation of his verses and they greatly honoured the spot,novel
that's really cool. i've never heard of that before. what was it about?,chit-chat
here also a poplar grew which they said had sprung up ever since melesigenes arrived,novel
"wow, that's interesting. i've never heard of a poplar before.",chit-chat
4 but poverty still drove him on and he went by way of larissa as being the most convenient road,novel
i'm sorry to hear that. i hope he can find a way to make it back on his own.,chit-chat
here the cumans say he composed an epitaph on gordius king of phrygia which has however and with greater probability been attributed to cleobulus of lindus,novel
i've never heard of cleobulus of lindus. is he a legend?,chit-chat
5 arrived at cumæ he frequented the _converzationes_6 of the old men and delighted all by the charms of his poetry,novel
"wow, that's a lot of people. did you have a good time with them?",chit-chat
encouraged by this favourable reception he declared that if they would allow him a public maintenance he would render their city most gloriously renowned,novel
that's pretty cool. i'm sure he's proud of you for doing that.,chit-chat
they avowed their willingness to support him in the measure he proposed and procured him an audience in the council,novel
"wow, that's amazing! i'm so happy for him. i hope he's doing well.",chit-chat
having made the speech with the purport of which our author has forgotten to acquaint us he retired and left them to debate respecting the answer to be given to his proposal,novel
that's a bummer. i'm sorry to hear that. what was the proposal about?,chit-chat
the greater part of the assembly seemed favourable to the poets demand but one man observed that if they were to feed _homers_ they would be encumbered with a multitude of useless people from this circumstance says the writer melesigenes acquired the name of homer for the cumans call blind men _homers_7 with a love of economy which shows how similar the world has always been in its treatment of literary men the pension was denied and the poet vented his disappointment in a wish that cumæa might never produce a poet capable of giving it renown and glory,novel
i've never heard of homer for the cumans. what's the name of the poet?,chit-chat
at phocœa homer was destined to experience another literary distress,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
one thestorides who aimed at the reputation of poetical genius kept homer in his own house and allowed him a pittance on condition of the verses of the poet passing in his name,novel
that's really interesting. i've never heard of homer. what was his name?,chit-chat
having collected sufficient poetry to be profitable thestorides like some wouldbeliterary publishers neglected the man whose brains he had sucked and left him,novel
"wow, that's really interesting. do you have a favorite poet you like to read?",chit-chat
at his departure homer is said to have observed o thestorides of the many things hidden from the knowledge of man nothing is more unintelligible than the human heart8 homer continued his career of difficulty and distress until some chian merchants struck by the similarity of the verses they heard him recite acquainted him with the fact that thestorides was pursuing a profitable livelihood by the recital of the very same poems,novel
"wow, that's interesting. i've never heard of a heart8 homer before.",chit-chat
this at once determined him to set out for chios,novel
that's awesome! what did he do with the money? did he get a promotion?,chit-chat
no vessel happened then to be setting sail thither but he found one ready to start for erythræ a town of ionia which faces that island and he prevailed upon the seamen to allow him to accompany them,novel
"wow, that's interesting. i've never heard of erythræ before.",chit-chat
having embarked he invoked a favourable wind and prayed that he might be able to expose the imposture of thestorides who by his breach of hospitality had drawn down the wrath of jove the hospitable,novel
that sounds like a lot of fun. i'm sure you'll have a great time.,chit-chat
at erythræ homer fortunately met with a person who had known him in phocœa by whose assistance he at length after some difficulty reached the little hamlet of pithys,novel
that's really cool. i've never met anyone like that before. did you get to meet him?,chit-chat
here he met with an adventure which we will continue in the words of our author,novel
that's great! what kind of adventure is it? i'm looking forward to it.,chit-chat
having set out from pithys homer went on attracted by the cries of some goats that were pasturing,novel
that's so sad. i'm sorry you had to go through that. did you have a good time?,chit-chat
the dogs barked on his approach and he cried out,novel
oh no! what did you do? did you tell him to get out of the way?,chit-chat
glaucus for that was the name of the goatherd heard his voice ran up quickly called off his dogs and drove them away from homer,novel
i love glaucus! he's one of my favorite fictional characters. what's your favorite character?,chit-chat
for some time he stood wondering how a blind man should have reached such a place alone and what could be his design in coming,novel
"oh wow, that's really interesting. did you ever find out what his design was?",chit-chat
he then went up to him and inquired who he was and how he had come to desolate places and untrodden spots and of what he stood in need,novel
that's a good way to look at it. i'm glad he's doing well now.,chit-chat
homer by recounting to him the whole history of his misfortunes moved him with compassion and he took him and led him to his cot and having lit a fire bade him sup,novel
homer by recounting to him the whole history of his misfortunes moved him with compassion and he took him and led him to his cot and having lit a fire bade him sup,chit-chat
9 the dogs instead of eating kept barking at the stranger according to their usual habit,novel
"wow, that's a lot of dogs. i've never had a dog before.",chit-chat
whereupon homer addressed glaucus thus o glaucus my friend prythee attend to my behest,novel
i've never heard of a glaucus before. what does it look like to you?,chit-chat
first give the dogs their supper at the doors of the hut for so it is better since whilst they watch nor thief nor wild beast will approach the fold,novel
"that's a good idea, i'll have to try that. what kind of dogs do you have?",chit-chat
glaucus was pleased with the advice and marvelled at its author,novel
glaucus was pleased with the advice and marvelled at its author. what advice?,chit-chat
having finished supper they banqueted10 afresh on conversation homer narrating his wanderings and telling of the cities he had visited,novel
that sounds like a lot of fun. what did homer say about the city he was visiting?,chit-chat
at length they retired to rest but on the following morning glaucus resolved to go to his master and acquaint him with his meeting with homer,novel
i love glaucus! he's such a great character. i wish he was still around.,chit-chat
having left the goats in charge of a fellowservant he left homer at home promising to return quickly,novel
"wow, that must have been a lot of work. how long did it take for him to return?",chit-chat
having arrived at bolissus a place near the farm and finding his mate he told him the whole story respecting homer and his journey,novel
that's really cool. did you have a good time? did you get to meet any interesting people?,chit-chat
he paid little attention to what he said and blamed glaucus for his stupidity in taking in and feeding maimed and enfeebled persons,novel
glaucus is such a terrible player. i hope he doesn't have to deal with that for the rest of his life.,chit-chat
however he bade him bring the stranger to him,novel
that's a good idea. i think i'm going to do that next time.,chit-chat
glaucus told homer what had taken place and bade him follow him assuring him that good fortune would be the result,novel
i love glaucus! he is one of my favorite fictional characters. do you have a favorite character?,chit-chat
conversation soon showed that the stranger was a man of much cleverness and general knowledge and the chian persuaded him to remain and to undertake the charge of his children,novel
that's interesting. i've never heard of the chian before. what's his name?,chit-chat
11 besides the satisfaction of driving the impostor thestorides from the island homer enjoyed considerable success as a teacher,novel
that sounds like a lot of fun! did you have a good time with the impostor?,chit-chat
in the town of chios he established a school where he taught the precepts of poetry,novel
that's really cool. i've always wanted to go to a school like that.,chit-chat
to this day says chandler12 the most curious remaining is that which has been named without reason the school of homer,novel
chandler12 has been around for a long time. it was founded in 1891.,chit-chat
it is on the coast at some distance from the city northward and appears to have been an open temple of cybele formed on the top of a rock,novel
"wow, that's really interesting. did you find out who it was or what it was?",chit-chat
the shape is oval and in the centre is the image of the goddess the head and an arm wanting,novel
that's really interesting. i've never heard of that before. what is it?,chit-chat
she is represented as usual sitting,novel
i'm sorry to hear that. do you think she's going to make it?,chit-chat
the chair has a lion carved on each side and on the back,novel
"wow, that's pretty cool. i've never seen a lion on a chair before.",chit-chat
the area is bounded by a low rim or seat and about five yards over,novel
"wow, that's a long way from where i live. i'm sorry to hear that.",chit-chat
the whole is hewn out of the mountain is rude indistinct and probably of the most remote antiquity so successful was this school that homer realised a considerable fortune,novel
i'm not familiar with homer. what's the name of the school you're referring to?,chit-chat
he married and had two daughters one of whom died single the other married a chian,novel
"wow, that's so sad. i'm sorry to hear that. i hope he's doing better now.",chit-chat
the following passage betrays the same tendency to connect the personages of the poems with the history of the poet which has already been mentioned in his poetical compositions homer displays great gratitude towards mentor of ithaca in the odyssey whose name he has inserted in his poem as the companion of ulysses13 in return for the care taken of him when afflicted with blindness,novel
"i'm not familiar with the odyssey poem, but i do know that it is one of the most popular poems in the world.",chit-chat
he also testifies his gratitude to phemius who had given him both sustenance and instruction his celebrity continued to increase and many persons advised him to visit greece whither his reputation had now extended,novel
that's good to hear. i'm glad to hear that he's doing well.,chit-chat
having it is said made some additions to his poems calculated to please the vanity of the athenians of whose city he had hitherto made no mention14 he sent out for samos,novel
that's really interesting. i've never heard of samos before. what is it about?,chit-chat
here being recognized by a samian who had met with him in chios he was handsomely received and invited to join in celebrating the apaturian festival,novel
that's really cool. i've never been to an apaturian festival before.,chit-chat
he recited some verses which gave great satisfaction and by singing the eiresione at the new moon festivals he earned a subsistence visiting the houses of the rich with whose children he was very popular,novel
"wow, that's really cool. i've never heard of him before. what was his name?",chit-chat
in the spring he sailed for athens and arrived at the island of ios now ino where he fell extremely ill and died,novel
i'm so sorry to hear that. it must have been very hard for him to go through that.,chit-chat
it is said that his death arose from vexation at not having been able to unravel an enigma proposed by some fishermens children,novel
that's so sad. i'm sorry to hear that. i hope he was able to unravel the enigma.,chit-chat
15 such is in brief the substance of the earliest life of homer we possess and so broad are the evidences of its historical worthlessness that it is scarcely necessary to point them out in detail,novel
i'm not sure what you mean by that. do you mean that the earliest life of homer we possess and so broad are the evidences of its historical worthlessness that it is scarcely necessary to point them out in detail?,chit-chat
let us now consider some of the opinions to which a persevering patient and learnedbut by no means consistentseries of investigations has led,novel
"i don't know about you, but i'm not a fan of trump either.",chit-chat
in doing so i profess to bring forward statements not to vouch for their reasonableness or probability,novel
that's a good way to do it. it's good that you're able to do that.,chit-chat
homer appeared,novel
have you ever seen an episode of homer simpson? it's a show about homer simpson.,chit-chat
the history of this poet and his works is lost in doubtful obscurity as is the history of many of the first minds who have done honour to humanity because they rose amidst darkness,novel
"i'm not sure what you mean. what do you mean by "" rose amidst darkness ""?",chit-chat
the majestic stream of his song blessing and fertilizing flows like the nile through many lands and nations and like the sources of the nile its fountains will ever remain concealed such are the words in which one of the most judicious german critics has eloquently described the uncertainty in which the whole of the homeric question is involved,novel
i've never heard of this song before. what's the name of the song?,chit-chat
with no less truth and feeling he proceeds it seems here of chief importance to expect no more than the nature of things makes possible,novel
that's true. it's hard for me to believe that he didn't know what he was doing.,chit-chat
if the period of tradition in history is the region of twilight we should not expect in it perfect light,novel
i'm not sure what you mean by that. are you saying that the period of tradition in history is the region of twilight we should not expect in it perfect light?,chit-chat
the creations of genius always seem like miracles because they are for the most part created far out of the reach of observation,novel
i agree. it's amazing to think about how far we've come since the beginning of time.,chit-chat
if we were in possession of all the historical testimonies we never could wholly explain the origin of the iliad and the odyssey for their origin in all essential points must have remained the secret of the poet16 from this criticism which shows as much insight into the depths of human nature as into the minute wiredrawings of scholastic investigation let us pass on to the main question at issue,novel
i'm not familiar with the poet16. what does it say about the odyssey?,chit-chat
was homer an individual,novel
"yes, he was an individual. he was the first person to be born in homer's hometown.",chit-chat
17 or were the iliad and odyssey the result of an ingenious arrangement of fragments by earlier poets,novel
"i don't know much about odyssey, but i do know that she was an english poet.",chit-chat
well has landor remarked some tell us there were twenty homers some deny that there was ever one,novel
"i don't know who that is, but i do know it's not true.",chit-chat
it were idle and foolish to shake the contents of a vase in order to let them settle at last,novel
that's pretty cool. i've never seen a vase like that before. what did you do?,chit-chat
we are perpetually labouring to destroy our delights our composure our devotion to superior power,novel
i'm sorry to hear that. what are you doing to destroy the delights of your composure?,chit-chat
of all the animals on earth we least know what is good for us,novel
that's true. it's hard to believe that there are so many different kinds of animals out there.,chit-chat
my opinion is that what is best for us is our admiration of good,novel
that's a good way to look at it. it's always good to admire good people.,chit-chat
no man living venerates homer more than i do18 but greatly as we admire the generous enthusiasm which rests contented with the poetry on which its best impulses had been nurtured and fostered without seeking to destroy the vividness of first impressions by minute analysisour editorial office compels us to give some attention to the doubts and difficulties with which the homeric question is beset and to entreat our reader for a brief period to prefer his judgment to his imagination and to condescend to dry details,novel
i've never heard of no man living venerates homer more than i do18 but greatly as we admire the generous enthusiasm which rests contented with the poetry on which its best impulses had been nurtured and fostered without seeking to destroy the vividness of first impressions by minute analysisour editorial office compels us to give some attention to the doubts and difficulties with which the homeric question is beset and to entreat our reader for a brief period to prefer his judgment to his imagination and to condescend to our reader,chit-chat
before however entering into particulars respecting the question of this unity of the homeric poems at least of the iliad i must express my sympathy with the sentiments expressed in the following remarks we can not but think the universal admiration of its unity by the better the poetic age of greece almost conclusive testimony to its original composition,novel
"i've never read the iliad, but i'm familiar with it. what's it about?",chit-chat
it was not till the age of the grammarians that its primitive integrity was called in question nor is it injustice to assert that the minute and analytical spirit of a grammarian is not the best qualification for the profound feeling the comprehensive conception of an harmonious whole,novel
i'm not sure what you're trying to say. are you saying that grammarians don't have integrity?,chit-chat
the most exquisite anatomist may be no judge of the symmetry of the human frame and we would take the opinion of chantrey or westmacott on the proportions and general beauty of a form rather than that of mr brodie or sir astley cooper,novel
i've never heard of sir astley cooper. what does he do for a living?,chit-chat
there is some truth though some malicious exaggeration in the lines of pope the critic eyethat microscope of wit sees hairs and pores examines bit by bit how parts relate to parts or they to whole the bodys harmony the beaming soul are things which kuster burmann wasse shall see when mans whole frame is obvious to a flea19 long was the time which elapsed before any one dreamt of questioning the unity of the authorship of the homeric poems,novel
i'm not familiar with the homeric poems. what do you think is the truth?,chit-chat
the grave and cautious thucydides quoted without hesitation the hymn to apollo20 the authenticity of which has been already disclaimed by modern critics,novel
i love the grave and cautious thucydides quote without hesitation the hymn to apo20 the authenticity of which has already disclaimed by modern critics,chit-chat
longinus in an oft quoted passage merely expressed an opinion touching the comparative inferiority of the odyssey to the iliad21 and among a mass of ancient authors whose very names22 it would be tedious to detail no suspicion of the personal nonexistence of homer ever arose,novel
i'm not familiar with the oft quote passage. what does it say about homer?,chit-chat
so far the voice of antiquity seems to be in favour of our early ideas on the subject let us now see what are the discoveries to which more modern investigations lay claim,novel
i'm not familiar with the voice of antiquity. what do you think is in favor of it?,chit-chat
at the end of the seventeenth century doubts had begun to awaken on the subject and we find bentley remarking that homer wrote a sequel of songs and rhapsodies to be sung by himself for small comings and good cheer at festivals and other days of merriment,novel
that's so cool! i've always wanted to go to a festival like that.,chit-chat
these loose songs were not collected together in the form of an epic poem till about peisistratus time about five hundred years after23 two french writershedelin and perraultavowed a similar scepticism on the subject but it is in the scienza nuova of battista vico that we first meet with the germ of the theory subsequently defended by wolf with so much learning and acuteness,novel
i've never heard of battista vico. what's the theory of the theory?,chit-chat
indeed it is with the wolfian theory that we have chiefly to deal and with the following bold hypothesis which we will detail in the words of grote24 half a century ago the acute and valuable prolegomena of f a wolf turning to account the venetian scholia which had then been recently published first opened philosophical discussion as to the history of the homeric text,novel
"i'm not familiar with the wolfian theory, but i do know that it's an interesting topic.",chit-chat
a considerable part of that dissertation though by no means the whole is employed in vindicating the position previously announced by bentley amongst others that the separate constituent portions of the iliad and odyssey had not been cemented together into any compact body and unchangeable order until the days of peisistratus in the sixth century before christ,novel
that's interesting. i didn't know that. do you have a source for that?,chit-chat
as a step towards that conclusion wolf maintained that no written copies of either poem could be shown to have existed during the earlier times to which their composition is referred and that without writing neither the perfect symmetry of so complicated a work could have been originally conceived by any poet nor if realized by him transmitted with assurance to posterity,novel
that's a great way to look at it. i've never thought of it that way before.,chit-chat
the absence of easy and convenient writing such as must be indispensably supposed for long manuscripts among the early greeks was thus one of the points in wolfs case against the primitive integrity of the iliad and odyssey,novel
i have never heard of wolfs case against the primitive integrity of the iliad and odyssey.,chit-chat
by nitzsch and other leading opponents of wolf the connection of the one with the other seems to have been accepted as he originally put it and it has been considered incumbent on those who defended the ancient aggregate character of the iliad and odyssey to maintain that they were written poems from the beginning,novel
"that's interesting, i didn't know that. do you have a favorite poem?",chit-chat
to me it appears that the architectonic functions ascribed by wolf to peisistratus and his associates in reference to the homeric poems are nowise admissible,novel
i'm not sure what you mean by that. do you mean that the homeric poems are no wise admissible?,chit-chat
