text,category
friar lawrs cell is a cell that is made of cells. are you familiar with cell phones?,chit-chat
scene iii,novel
have you ever seen scene scene ii? it's an american film directed by james cameron.,chit-chat
a churchyard in it a monument belonging to the capulets,novel
that's interesting. i've never heard of a churchyard before. what's it about?,chit-chat
dramatis personæ escalus prince of verona,novel
dramatis personae escalus prince of verona is an american singer and songwriter.,chit-chat
mercutio kinsman to the prince and friend to romeo,novel
mercutio kinsman to the prince and friend to romeo is one of my favorite movies.,chit-chat
paris a young nobleman kinsman to the prince,novel
paris a young nobleman kinsman to the prince is one of my favorite movies. have you seen it?,chit-chat
page to paris,novel
have you ever been to page to paris? it's one of my favorite places to visit.,chit-chat
montague head of a veronese family at feud with the capulets,novel
have you ever been to the montfamily? they have been around for a long time.,chit-chat
lady montague wife to montague,novel
"have you ever heard of lady montwife? she is an american actress from montcounty, california.",chit-chat
romeo son to montague,novel
"romeo son of montpeis an american football player from montpelier, new york.",chit-chat
benvolio nephew to montague and friend to romeo,novel
i have a friend who is a montand a friend of romeo. do you know any of them?,chit-chat
abram servant to montague,novel
have you ever been to montmont? it's the capital of mont.,chit-chat
balthasar servant to romeo,novel
are you familiar with balthasar romeo? he is a fictional character from north america.,chit-chat
capulet head of a veronese family at feud with the montagues,novel
the caphead of a veronese family at feud with the montagues is one of my favorite movies.,chit-chat
lady capulet wife to capulet,novel
have you ever seen lady capwife? it's a fictional character from south park.,chit-chat
juliet daughter to capulet,novel
"juliet is a great daughter of cap. she was born in juliet county, new york.",chit-chat
tybalt nephew to lady capulet,novel
tybalt nephew to lady capis my favorite tv show. it's based on a true story.,chit-chat
capulets cousin an old man,novel
have you ever seen capulets? it's an american tv series based on a comic book.,chit-chat
nurse to juliet,novel
i'm a nurse in the nursing field. it's a great profession to be in.,chit-chat
peter servant to juliets nurse,novel
have you heard of peter servant to juliets nurse? it's an american professional nurse.,chit-chat
sampson servant to capulet,novel
have you heard of sampson servant of cap? he is an american singer and songwriter.,chit-chat
gregory servant to capulet,novel
i've never heard of gregory servant to capbefore. what's it like?,chit-chat
servants,novel
i'm a big fan of servants. they're one of my favorite characters. what's your favorite servant?,chit-chat
friar lawrence a franciscan,novel
have you ever heard of friar lawrence a franciscan? he is an english singer and songwriter.,chit-chat
friar john of the same order,novel
have you ever heard of friar john of the same order? he is an american singer and songwriter.,chit-chat
an apothecary,novel
have you ever been to an apothecary? it's a place where people use apothesized objects.,chit-chat
chorus,novel
i'm a big fan of chorus. it's one of the most popular chorus instruments in the world.,chit-chat
three musicians,novel
do you like music? i'm a big fan of rock and roll. do you?,chit-chat
an officer,novel
have you ever been an officer? it's a job that requires a lot of training.,chit-chat
citizens of verona several men and women relations to both houses maskers guards watchmen and attendants,novel
citizens of verona several men and women relations to both houses maskers guards watchmen and attendants,chit-chat
scene,novel
"hi, i love to watch movies and tv shows. what's your favorite genre of movies?",chit-chat
during the greater part of the play in verona once in the fifth act at mantua,novel
"i have never been to mantua, but i have heard of it. what is it about?",chit-chat
the prologue enter chorus,novel
have you ever heard of the provocal enter chorus? it's an instrumental version of a chorus.,chit-chat
chorus,novel
i'm a big fan of chorus. it's one of the most popular chorus instruments in the world.,chit-chat
two households both alike in dignity in fair verona where we lay our scene from ancient grudge break to new mutiny where civil blood makes civil hands unclean,novel
i've never heard of fair verona. what's it like? is it fun?,chit-chat
from forth the fatal loins of these two foes a pair of starcrossd lovers take their life whose misadventurd piteous overthrows doth with their death bury their parents strife,novel
that's so sad. i'm sorry to hear that. i hope you're okay.,chit-chat
the fearful passage of their deathmarkd love and the continuance of their parents rage which but their childrens end nought could remove is now the two hours traffic of our stage the which if you with patient ears attend what here shall miss our toil shall strive to mend,novel
i'm so sorry to hear that. i hope you're able to get your toil back soon.,chit-chat
_exit_ act i scene i,novel
what do you do for a living? do you have any other hobbies besides acting?,chit-chat
a public place,novel
have you ever been to a public place? it's a place where people can sit and relax.,chit-chat
enter sampson and gregory armed with swords and bucklers,novel
have you ever heard of enter sampson? it's an american rock band from los angeles.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
gregory on my word well not carry coals,novel
i'm sorry to hear that. what's your favorite type of coals to use?,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
no for then we should be colliers,novel
"i don't know about you, but i'm not a fan of collisions.",chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
i mean if we be in choler well draw,novel
that's what i'm saying. i don't think we're going to win.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
ay while you live draw your neck out o the collar,novel
that's a good idea. i'll have to do that when i get home.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
i strike quickly being moved,novel
i'm sorry to hear that. i hope you're able to get back on your feet soon.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
but thou art not quickly moved to strike,novel
i'm not sure what you mean by that. are you referring to the fact that art moved to strike?,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
a dog of the house of montague moves me,novel
what kind of dog is it? i've never heard of a dog of the house of mont.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
to move is to stir and to be valiant is to stand therefore if thou art moved thou runnst away,novel
that's a good way to look at it. do you have any experience with that?,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
a dog of that house shall move me to stand,novel
"what kind of dog is it? i don't have a dog, but i do have a cat.",chit-chat
i will take the wall of any man or maid of montagues,novel
i would love to have a wall of montagues in my home. it would be so beautiful.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
that shows thee a weak slave for the weakest goes to the wall,novel
i don't think that's true at all. i think it's the fact that she's not a slave.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
true and therefore women being the weaker vessels are ever thrust to the wall therefore i will push montagues men from the wall and thrust his maids to the wall,novel
"i'm not sure if you're trolling or not, but that's hilarious.",chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
the quarrel is between our masters and us their men,novel
i'm not sure what you mean by that. are you saying that you don't like your masters?,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
tis all one i will show myself a tyrant when i have fought with the men i will be civil with the maids i will cut off their heads,novel
that's a good attitude to have. i'm sure you'll do just fine.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
the heads of the maids,novel
have you ever heard of the head of the maids? it's one of my favorite maids.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
ay the heads of the maids or their maidenheads take it in what sense thou wilt,novel
"i don't know about you, but i'd rather have a maid than a maid.",chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
they must take it in sense that feel it,novel
i hope so. it's been a long time since i've done anything like that.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
me they shall feel while i am able to stand and tis known i am a pretty piece of flesh,novel
that's a good way to look at it. it's nice to feel that way.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
tis well thou art not fish if thou hadst thou hadst been poor john,novel
i'm not sure what you mean by that. are you saying that you don't fish?,chit-chat
draw thy tool here comes of the house of montagues,novel
i love montagues. it's one of my favorite things to do in my free time.,chit-chat
enter abram and balthasar,novel
enter abram balthasar is one of my favorite rock bands. have you heard of it?,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
my naked weapon is out quarrel i will back thee,novel
that's nice of you. i'm sure you'll have a great time.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
how,novel
"i've always wanted to go to the beach, but i don't know where to start.",chit-chat
turn thy back and run,novel
i don't think i can do that. i'm afraid i'll run away.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
fear me not,novel
why do you fear not being able to do what you want to do? is it because you are afraid of what is going to happen?,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
no marry i fear thee,novel
i'm sorry to hear that. why do you fear marriage? is it because you don't want to be married?,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
let us take the law of our sides let them begin,novel
"that's a good way to look at it, but i don't think it's the right way to do it.",chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
i will frown as i pass by and let them take it as they list,novel
that's a good attitude to have. i'm sure you'll do just fine.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
nay as they dare,novel
i don't think i'm going to do it. i think it's a waste of my time.,chit-chat
i will bite my thumb at them which is disgrace to them if they bear it,novel
that's a good way to look at it. i don't think i could do that.,chit-chat
abram,novel
have you ever heard of abram? it's an animal that's been around for thousands of years.,chit-chat
do you bite your thumb at us sir,novel
i don't bite my thumb at you sir. i'm not a sir at all.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
i do bite my thumb sir,novel
i'm sorry to hear that. how long have you been doing that? do you have any other hobbies?,chit-chat
abram,novel
have you ever heard of abram? it's an animal that's been around for thousands of years.,chit-chat
do you bite your thumb at us sir,novel
i don't bite my thumb at you sir. i'm not a sir at all.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
is the law of our side if i say ay,novel
"yes, it is the law of our side if you say ay. what do you mean by that?",chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
no,novel
are you a fan of the beatles? they are one of my favorite bands. have you heard of them?,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
no sir i do not bite my thumb at you sir but i bite my thumb sir,novel
i'm so sorry to hear that. i hope you're able to get over it.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
do you quarrel sir,novel
i'm not sure what you mean by that. are you asking if i am a sir or a sir?,chit-chat
abram,novel
have you ever heard of abram? it's an animal that's been around for thousands of years.,chit-chat
quarrel sir,novel
"sir sir is a sir sir or sir sir, sir sir ( sir sir ) is a type of sir",chit-chat
no sir,novel
i don't know what i'm going to do with the money i've made.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
but if you do sir i am for you,novel
i'm not sure if i can do it. it's been a long time since i've done anything like that.,chit-chat
i serve as good a man as you,novel
thank you so much for your service. i'm sure you're a great person.,chit-chat
abram,novel
have you ever heard of abram? it's an animal that's been around for thousands of years.,chit-chat
no better,novel
i'm not sure what i want to do. i don't know what to do with myself.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
well sir,novel
thank you! i'm so proud of him. he's such a great player.,chit-chat
enter benvolio,novel
have you ever heard of enter law? it's an american rock band from new york city.,chit-chat
gregory,novel
"i've always wanted to get a pet, but i don't think i'll ever get one. do you have any pets?",chit-chat
say better here comes one of my masters kinsmen,novel
i'm sorry to hear that. how long have you been with your master's?,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
yes better sir,novel
it's been a long time since i've been able to go to the beach.,chit-chat
abram,novel
have you ever heard of abram? it's an animal that's been around for thousands of years.,chit-chat
you lie,novel
i don't know what to do with myself. i'm so ashamed of myself.,chit-chat
sampson,novel
sampson is a great name for a sampson. it's a type of sampson,chit-chat
draw if you be men,novel
draw if you're a man is a great way to draw. it's one of my favorite things to do.,chit-chat
gregory remember thy washing blow,novel
i'm not sure i understand what you're saying. are you saying that washing blow is bad?,chit-chat
_they fight_ benvolio,novel
have you ever heard of the band benvolio? it's an american rock band.,chit-chat
part fools,novel
"i've never been a part of a band, but i know a lot of people who are.",chit-chat
put up your swords you know not what you do,novel
"i know what you mean, but i don't know what i'm going to do.",chit-chat
_beats down their swords_ enter tybalt,novel
have you ever been to tybalt? it's a music festival in new york city.,chit-chat
tybalt,novel
do you like tybalt? it's a type of soap that's used in soap operas.,chit-chat
what art thou drawn among these heartless hinds,novel
i'm not sure what you mean. are you referring to the loss of a loved one?,chit-chat
turn thee benvolio look upon thy death,novel
that's a good way to look at it. i think i'll do that.,chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
i do but keep the peace put up thy sword or manage it to part these men with me,novel
that's a good way to look at it. i don't think i could do that.,chit-chat
tybalt,novel
do you like tybalt? it's a type of soap that's used in soap operas.,chit-chat
what drawn and talk of peace,novel
i don't know what drawn and talk of peace is. i'm not sure what it is.,chit-chat
i hate the word as i hate hell all montagues and thee have at thee coward,novel
"i'm sorry to hear that. why do you hate the word "" montague ""?",chit-chat
_they fight_ enter three or four citizens with clubs,novel
"i've never been to a club, but i'd love to go one day.",chit-chat
first citizen,novel
have you ever been to a first citizen? it's a person who is a citizen of the united states.,chit-chat
clubs bills and partisans,novel
"i'm a big fan of clubs, clubs, and clubs. do you like clubs?",chit-chat
strike,novel
have you ever been to a strike strike? it's when a strike strikes a target.,chit-chat
beat them down,novel
i don't think that's a good idea. i'm not sure i could do that.,chit-chat
down with the capulets,novel
down with the capulets is one of my favorite shows. it's so good.,chit-chat
down with the montagues,novel
i'm sorry to hear that. what's going on with the montagues?,chit-chat
enter capulet in his gown and lady capulet,novel
"enter capin the gown, lady capis an american fashion designer. do you know much about fashion?",chit-chat
capulet,novel
capis a carnivorous mammal that has a leathery armour shell.,chit-chat
what noise is this,novel
i don't know what it is. i'm not sure what it's called.,chit-chat
give me my long sword ho,novel
"i'm not sure what that means, but i know it's a long sword.",chit-chat
lady capulet,novel
have you ever seen lady capri sun? it's a capri that's been around for a while.,chit-chat
a crutch a crutch,novel
what do you like to do in your free time? do you have any hobbies?,chit-chat
why call you for a sword,novel
"i don't know, i'm not sure. maybe because i've always wanted one.",chit-chat
capulet,novel
capis a carnivorous mammal that has a leathery armour shell.,chit-chat
my sword i say,novel
what kind of sword do you say that to? i've never heard of a sword before.,chit-chat
old montague is come and flourishes his blade in spite of me,novel
that's pretty cool. i've never seen a montdo anything like that before.,chit-chat
enter montague and his lady montague,novel
have you seen enter montand the lady mont? it's a great movie.,chit-chat
montague,novel
have you ever been to montpelier? it's a small town in north america.,chit-chat
thou villain capulet,novel
have you ever heard of the lord of the rings? it's a series of fantasy novels.,chit-chat
hold me not let me go,novel
i'm so sorry to hear that. i hope you're okay. what happened?,chit-chat
lady montague,novel
"do you like lady montas? she is an american singer, songwriter, actor and actress.",chit-chat
thou shalt not stir one foot to seek a foe,novel
thou shalt not stir one foot to seek a foe. do you have a problem with that?,chit-chat
enter prince escalus with attendants,novel
have you ever heard of enter prince escalus? he is an american singer and songwriter.,chit-chat
prince,novel
do you like prince charming? he was a prince born in prince charming's mansion in new york city.,chit-chat
rebellious subjects enemies to peace profaners of this neighbourstained steel will they not hear,novel
i'm not sure what you're talking about. are you talking about the peace profaners?,chit-chat
what ho,novel
"i'm not sure what a ho is, but i know it's a dog.",chit-chat
you men you beasts that quench the fire of your pernicious rage with purple fountains issuing from your veins on pain of torture from those bloody hands throw your mistemperd weapons to the ground and hear the sentence of your moved prince,novel
i'm not sure what you're talking about... are you talking about me?,chit-chat
three civil brawls bred of an airy word by thee old capulet and montague have thrice disturbd the quiet of our streets and made veronas ancient citizens cast by their grave beseeming ornaments to wield old partisans in hands as old cankerd with peace to part your cankerd hate,novel
"wow, that's interesting. i've never heard of a civil brawl before.",chit-chat
if ever you disturb our streets again your lives shall pay the forfeit of the peace,novel
that's a good attitude to have. i'm sure you're a great person.,chit-chat
for this time all the rest depart away you capulet shall go along with me and montague come you this afternoon to know our farther pleasure in this case to old freetown our common judgementplace,novel
that's very nice of you to say. i'm sure you'll be fine.,chit-chat
once more on pain of death all men depart,novel
"i'm so sorry to hear that. i hope you're feeling better now, though.",chit-chat
_exeunt prince and attendants capulet lady capulet tybalt citizens and servants_ montague,novel
do you like caplady capbalt? it's one of my favorite songs.,chit-chat
who set this ancient quarrel new abroach,novel
"i don't know who set this ancient abroach new abroach, but i do know that i'm going to die.",chit-chat
speak nephew were you by when it began,novel
"yes, it was a long time ago. i don't know how long ago it was.",chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
here were the servants of your adversary and yours close fighting ere i did approach,novel
that's pretty cool. i'm glad you were able to get away with it.,chit-chat
i drew to part them in the instant came the fiery tybalt with his sword prepard which as he breathd defiance to my ears he swung about his head and cut the winds who nothing hurt withal hissd him in scorn,novel
"wow, that's pretty cool. what did you draw them in the instant you drew them?",chit-chat
while we were interchanging thrusts and blows came more and more and fought on part and part till the prince came who parted either part,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
lady montague,novel
"do you like lady montas? she is an american singer, songwriter, actor and actress.",chit-chat
o where is romeo saw you him today,novel
i'm not sure. i don't think romeo has seen him in a while.,chit-chat
right glad i am he was not at this fray,novel
i'm not sure what you mean by that. are you saying you don't like him at all?,chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
madam an hour before the worshippd sun peerd forth the golden window of the east a troubled mind drave me to walk abroad where underneath the grove of sycamore that westward rooteth from this city side so early walking did i see your son,novel
"i'm sorry to hear that. i don't have kids, but i do have a son.",chit-chat
towards him i made but he was ware of me and stole into the covert of the wood,novel
oh no! that's terrible. i hope you're able to find a way to get rid of him.,chit-chat
i measuring his affections by my own which then most sought where most might not be found being one too many by my weary self pursud my humour not pursuing his and gladly shunnd who gladly fled from me,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
montague,novel
have you ever been to montpelier? it's a small town in north america.,chit-chat
many a morning hath he there been seen with tears augmenting the fresh mornings dew adding to clouds more clouds with his deep sighs but all so soon as the allcheering sun should in the farthest east begin to draw the shady curtains from auroras bed away from light steals home my heavy son and private in his chamber pens himself shuts up his windows locks fair daylight out and makes himself an artificial night,novel
"wow, that's pretty intense. i'm not sure if i'd want to be a morning hath.",chit-chat
black and portentous must this humour prove unless good counsel may the cause remove,novel
black and portentous must this humor prove unless good counsel may the cause remove...,chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
my noble uncle do you know the cause,novel
"i don't know the cause, but i do know that i'm going to miss him.",chit-chat
montague,novel
have you ever been to montpelier? it's a small town in north america.,chit-chat
i neither know it nor can learn of him,novel
i don't know who he is either. i'm not sure what he's up to.,chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
have you importund him by any means,novel
"no, i haven't. i don't know what i'm going to do with him.",chit-chat
montague,novel
have you ever been to montpelier? it's a small town in north america.,chit-chat
both by myself and many other friends but he his own affections counsellor is to himselfi will not say how true but to himself so secret and so close so far from sounding and discovery as is the bud bit with an envious worm ere he can spread his sweet leaves to the air or dedicate his beauty to the sun,novel
that's really interesting. i've never heard of himselfi before. what is it about?,chit-chat
could we but learn from whence his sorrows grow we would as willingly give cure as know,novel
that's a good point. i'm not sure i'd want to give him a cure.,chit-chat
enter romeo,novel
i love romeo and juliet. it's my favorite book. do you like to read?,chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
see where he comes,novel
that's a good idea. i'm not sure where he's going yet.,chit-chat
so please you step aside ill know his grievance or be much denied,novel
i don't know how to do that. i'm not sure what to do.,chit-chat
montague,novel
have you ever been to montpelier? it's a small town in north america.,chit-chat
i would thou wert so happy by thy stay to hear true shrift,novel
that's a good way to look at it. i'm glad you're happy.,chit-chat
come madam lets away _exeunt montague and lady montague_ benvolio,novel
i love montagueela benvolio. she's a great singer and songwriter.,chit-chat
good morrow cousin,novel
"i love my cousin, she's a great friend of mine. i love her so much.",chit-chat
romeo,novel
romeo and juliet is my favorite romeo romeo. romeo romeo is a romantic novel written by romeo romeo,chit-chat
is the day so young,novel
"yes, it's my birthday. i'm going to celebrate it with my family.",chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
but new struck nine,novel
have you ever been to new strike nine? it's a baseball game in new york city.,chit-chat
romeo,novel
romeo and juliet is my favorite romeo romeo. romeo romeo is a romantic novel written by romeo romeo,chit-chat
ay me sad hours seem long,novel
i'm sorry to hear that. why do you feel sad hours seem like long hours?,chit-chat
was that my father that went hence so fast,novel
"no, it was a friend of mine. i'm not sure what happened to him.",chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
it was,novel
what was it? i've never heard of it before. i'm not familiar with it.,chit-chat
what sadness lengthens romeos hours,novel
"i don't know, i guess it's because i've never been to a romeos before.",chit-chat
romeo,novel
romeo and juliet is my favorite romeo romeo. romeo romeo is a romantic novel written by romeo romeo,chit-chat
not having that which having makes them short,novel
"that's true, but it's still nice to have someone you can talk to about it.",chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
in love,novel
have you ever heard of love in love? it's a romantic love between two people.,chit-chat
romeo,novel
romeo and juliet is my favorite romeo romeo. romeo romeo is a romantic novel written by romeo romeo,chit-chat
out,novel
i love to go to the beach. it's a great place to relax and have a good time.,chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
of love,novel
have you ever heard of love? it's the love of a person's life.,chit-chat
romeo,novel
romeo and juliet is my favorite romeo romeo. romeo romeo is a romantic novel written by romeo romeo,chit-chat
out of her favour where i am in love,novel
i'm sorry to hear that. do you think you'll be able to get back together?,chit-chat
benvolio,novel
have you ever heard of benvolio? it's a drug that's used in many countries around the world.,chit-chat
alas that love so gentle in his view should be so tyrannous and rough in proof,novel
i agree. i think it's a good thing that he's so gentle in his life.,chit-chat
romeo,novel
romeo and juliet is my favorite romeo romeo. romeo romeo is a romantic novel written by romeo romeo,chit-chat
alas that love whose view is muffled still should without eyes see pathways to his will,novel
that's a good way to look at it. i'm not sure i agree with that.,chit-chat
where shall we dine,novel
"i'd love to dine at a restaurant, but i'm not sure where yet.",chit-chat
o me,novel
what do you like to do in your spare time? i like to go to the beach.,chit-chat
what fray was here,novel
"i don't know, but i'm not going to lie, i was a little upset.",chit-chat
yet tell me not for i have heard it all,novel
i don't think i've heard it all. i'm not sure what it's about.,chit-chat
heres much to do with hate but more with love why then o brawling love,novel
that's a good way to look at it. i'm not sure i've ever thought about it that way.,chit-chat
o loving hate,novel
have you ever heard of loving loving hate? it's basically the opposite of loving love.,chit-chat
o anything of nothing first create,novel
i'm not sure what you mean by that. are you referring to something that has been around for a long time?,chit-chat
o heavy lightness,novel
i'm not sure what you mean by that. are you referring to the light in the sky?,chit-chat
serious vanity,novel
"i've always wanted to be a vanity, but i'm afraid i'll never be able to.",chit-chat
misshapen chaos of wellseeming forms,novel
misshapen chaos of wellseeming forms is one of my favorite things to do. do you do it often?,chit-chat
feather of lead bright smoke cold fire sick health,novel
"i've never heard of a feather of lead bright smoke cold fire sick health, do you?",chit-chat
stillwaking sleep that is not what it is,novel
i'm sorry to hear that. have you ever had stillwaking sleep? it's the worst.,chit-chat
this love feel i that feel no love in this,novel
i'm sorry to hear that. is there anyone you can talk to to help you feel better?,chit-chat
dost thou not laugh,novel
i'm not sure what you mean by that. are you saying you don't laugh?,chit-chat
