text,category
as to our city of dublin shambles may be appointed for this purpose in the most convenient parts of it and butchers we may be assured will not be wanting although i rather recommend buying the children alive and dressing them hot from the knife as we do roasting pigs,novel
i'm not familiar with dublin shambles. what is it like there? i've never heard of it before.,chit-chat
a very worthy person a true lover of his country and whose virtues i highly esteem was lately pleased in discoursing on this matter to offer a refinement upon my scheme,novel
that's very nice of you. i'm sure he's a great person.,chit-chat
he said that many gentlemen of this kingdom having of late destroyed their deer he conceived that the want of venison might be well supplied by the bodies of young lads and maidens not exceeding fourteen years of age nor under twelve so great a number of both sexes in every county being now ready to starve for want of work and service and these to be disposed of by their parents if alive or otherwise by their nearest relations,novel
"wow, that's so sad. i'm sorry to hear that. what happened?",chit-chat
but with due deference to so excellent a friend and so deserving a patriot i can not be altogether in his sentiments for as to the males my american acquaintance assured me from frequent experience that their flesh was generally tough and lean like that of our schoolboys by continual exercise and their taste disagreeable and to fatten them would not answer the charge,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
then as to the females it would i think with humble submission be a loss to the publick because they soon would become breeders themselves and besides it is not improbable that some scrupulous people might be apt to censure such a practice although indeed very unjustly as a little bordering upon cruelty which i confess hath always been with me the strongest objection against any project how well soever intended,novel
i don't think i've ever heard of humble submission before. what's it about?,chit-chat
but in order to justify my friend he confessed that this expedient was put into his head by the famous psalmanaazor a native of the island formosa who came from thence to london above twenty years ago and in conversation told my friend that in his country when any young person happened to be put to death the executioner sold the carcass to persons of quality as a prime dainty and that in his time the body of a plump girl of fifteen who was crucified for an attempt to poison the emperor was sold to his imperial majestys prime minister of state and other great mandarins of the court in joints from the gibbet at four hundred crowns,novel
"wow, that's crazy. i'm sorry to hear that. i hope he's ok.",chit-chat
neither indeed can i deny that if the same use were made of several plump young girls in this town who without one single groat to their fortunes can not stir abroad without a chair and appear at a playhouse and assemblies in foreign fineries which they never will pay for the kingdom would not be the worse,novel
"i don't know about you, but i'm not sure i'd want to live in a town full of plumbers.",chit-chat
some persons of a desponding spirit are in great concern about that vast number of poor people who are aged diseased or maimed and i have been desired to employ my thoughts what course may be taken to ease the nation of so grievous an incumbrance,novel
i don't think i've ever heard of anyone in a desponding spirit who is in great concern about that vast number of poor people who are aged diseased or maimed and i have been desired to employ my thoughts what course may be taken to ease the nation of so grievous an incumbrance,chit-chat
but i am not in the least pain upon that matter because it is very well known that they are every day dying and rotting by cold and famine and filth and vermin as fast as can be reasonably expected,novel
i'm sorry to hear that. i hope you're not in the least pain.,chit-chat
and as to the young labourers they are now in almost as hopeful a condition,novel
that's good to hear. i'm glad to hear they're getting better.,chit-chat
they can not get work and consequently pine away from want of nourishment to a degree that if at any time they are accidentally hired to common labour they have not strength to perform it and thus the country and themselves are happily delivered from the evils to come,novel
i don't know why you're being downvoted. it's very true.,chit-chat
i have too long digressed and therefore shall return to my subject,novel
i'm sorry to hear that. what subject did you have to digress from?,chit-chat
i think the advantages by the proposal which i have made are obvious and many as well as of the highest importance,novel
that's good to hear. i'm sure you've done a great job.,chit-chat
for first as i have already observed it would greatly lessen the number of papists with whom we are yearly overrun being the principal breeders of the nation as well as our most dangerous enemies and who stay at home on purpose with a design to deliver the kingdom to the pretender hoping to take their advantage by the absence of so many good protestants who have chosen rather to leave their country than stay at home and pay tithes against their conscience to an episcopal curate,novel
i don't think i've ever heard of an episcopal curate. what is that?,chit-chat
secondly the poorer tenants will have something valuable of their own which by law may be made liable to a distress and help to pay their landlords rent their corn and cattle being already seized and money a thing unknown,novel
"that's a good point, i didn't think of that. do you think it's worth it?",chit-chat
thirdly whereas the maintainance of a hundred thousand children from two years old and upwards can not be computed at less than ten shillings a piece per annum the nations stock will be thereby encreased fifty thousand pounds per annum besides the profit of a new dish introduced to the tables of all gentlemen of fortune in the kingdom who have any refinement in taste,novel
"wow, that's a lot of money. i'm not sure i could afford that.",chit-chat
and the money will circulate among our selves the goods being entirely of our own growth and manufacture,novel
"i'm not sure what you mean by that, but i hope you're right.",chit-chat
fourthly the constant breeders besides the gain of eight shillings sterling per annum by the sale of their children will be rid of the charge of maintaining them after the first year,novel
"wow, that's a lot of kids. do you have any idea how much that would cost?",chit-chat
fifthly this food would likewise bring great custom to taverns where the vintners will certainly be so prudent as to procure the best receipts for dressing it to perfection and consequently have their houses frequented by all the fine gentlemen who justly value themselves upon their knowledge in good eating and a skilful cook who understands how to oblige his guests will contrive to make it as expensive as they please,novel
"i've never been to a taverns, but i'd love to go one day.",chit-chat
sixthly this would be a great inducement to marriage which all wise nations have either encouraged by rewards or enforced by laws and penalties,novel
"i agree, it would be a great inducement to marriage which all wise nations have either encouraged by rewards or enforced by laws and penalty",chit-chat
it would encrease the care and tenderness of mothers towards their children when they were sure of a settlement for life to the poor babes provided in some sort by the publick to their annual profit instead of expence,novel
"that's a good point. i'm not sure if i agree with that, but it's good to think about it.",chit-chat
we should soon see an honest emulation among the married women which of them could bring the fattest child to the market,novel
that's a good point. i'm not sure i'd want to be that fat.,chit-chat
men would become as fond of their wives during the time of their pregnancy as they are now of their mares in foal their cows in calf or sows when they are ready to farrow nor offer to beat or kick them as is too frequent a practice for fear of a miscarriage,novel
i'm not sure i follow. are you saying men would become as fond of their wives during the time of their pregnancy as they are now of their mares in foal their cows in calf or sows when they are ready to farrow or kick them as is too frequent a practice for fear of a miscarriage?,chit-chat
many other advantages might be enumerated,novel
"that's true, but i'm not sure if it's a good thing or not.",chit-chat
for instance the addition of some thousand carcasses in our exportation of barreld beef the propagation of swines flesh and improvement in the art of making good bacon so much wanted among us by the great destruction of pigs too frequent at our tables which are no way comparable in taste or magnificence to a well grown fat yearling child which roasted whole will make a considerable figure at a lord mayors feast or any other publick entertainment,novel
i've never heard of a lord mayors's feast before. what is it about?,chit-chat
but this and many others i omit being studious of brevity,novel
"i'm sorry to hear that. what do you do for a living, if you don't mind me asking?",chit-chat
supposing that one thousand families in this city would be constant customers for infants flesh besides others who might have it at merry meetings particularly at weddings and christenings i compute that dublin would take off annually about twenty thousand carcasses and the rest of the kingdom where probably they will be sold somewhat cheaper the remaining eighty thousand,novel
"wow, that's a lot of families. do you have any idea how many families there are?",chit-chat
i can think of no one objection that will possibly be raised against this proposal unless it should be urged that the number of people will be thereby much lessened in the kingdom,novel
"i don't know about you, but i'm not a fan of the number of people in the kingdom.",chit-chat
this i freely own and was indeed one principal design in offering it to the world,novel
that's really cool. what kind of design was it? i've always wanted to design something like that.,chit-chat
i desire the reader will observe that i calculate my remedy for this one individual kingdom of ireland and for no other that ever was is or i think ever can be upon earth,novel
i'm sorry to hear that. i hope you can find a way to make it up to the reader.,chit-chat
therefore let no man talk to me of other expedients of taxing our absentees at five shillings a pound of using neither clothes nor houshold furniture except what is of our own growth and manufacture of utterly rejecting the materials and instruments that promote foreign luxury of curing the expensiveness of pride vanity idleness and gaming in our women of introducing a vein of parsimony prudence and temperance of learning to love our country wherein we differ even from laplanders and the inhabitants of topinamboo of quitting our animosities and factions nor acting any longer like the jews who were murdering one another at the very moment their city was taken of being a little cautious not to sell our country and consciences for nothing of teaching landlords to have at least one degree of mercy towards their tenants,novel
that's a lot of words to say. i'm sorry you feel that way.,chit-chat
lastly of putting a spirit of honesty industry and skill into our shopkeepers who if a resolution could now be taken to buy only our native goods would immediately unite to cheat and exact upon us in the price the measure and the goodness nor could ever yet be brought to make one fair proposal of just dealing though often and earnestly invited to it,novel
that sounds like a lot of fun. what kind of things do you like to do in your free time?,chit-chat
therefore i repeat let no man talk to me of these and the like expedients till he hath at least some glympse of hope that there will ever be some hearty and sincere attempt to put them into practice,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
but as to myself having been wearied out for many years with offering vain idle visionary thoughts and at length utterly despairing of success i fortunately fell upon this proposal which as it is wholly new so it hath something solid and real of no expence and little trouble full in our own power and whereby we can incur no danger in disobliging england,novel
i'm so sorry to hear that. i hope you're able to find peace.,chit-chat
for this kind of commodity will not bear exportation and flesh being of too tender a consistence to admit a long continuance in salt although perhaps i could name a country which would be glad to eat up our whole nation without it,novel
i would love to live in a country where i could eat up our whole nation without it.,chit-chat
after all i am not so violently bent upon my own opinion as to reject any offer proposed by wise men which shall be found equally innocent cheap easy and effectual,novel
i'm sorry to hear that. i hope you're able to work things out.,chit-chat
but before something of that kind shall be advanced in contradiction to my scheme and offering a better i desire the author or authors will be pleased maturely to consider two points,novel
that's a good way to look at it. i'm not sure i could do that.,chit-chat
first as things now stand how they will be able to find food and raiment for a hundred thousand useless mouths and backs,novel
that's a lot of useless mouths and backs. i don't think i'd want to live there.,chit-chat
and secondly there being a round million of creatures in humane figure throughout this kingdom whose whole subsistence put into a common stock would leave them in debt two million of pounds sterling adding those who are beggars by profession to the bulk of farmers cottagers and labourers with their wives and children who are beggars in effect i desire those politicians who dislike my overture and may perhaps be so bold to attempt an answer that they will first ask the parents of these mortals whether they would not at this day think it a great happiness to have been sold for food at a year old in the manner i prescribe and thereby have avoided such a perpetual scene of misfortunes as they have since gone through by the oppression of landlords the impossibility of paying rent without money or trade the want of common sustenance with neither house nor clothes to cover them from the inclemencies of the weather and the most inevitable prospect of intailing the like or greater miseries upon their breed for ever,novel
i'm not sure what you're trying to say. are you trying to make a point?,chit-chat
i profess in the sincerity of my heart that i have not the least personal interest in endeavouring to promote this necessary work having no other motive than the publick good of my country by advancing our trade providing for infants relieving the poor and giving some pleasure to the rich,novel
that's very noble of you. i'm glad you're doing something to help the poor.,chit-chat
i have no children by which i can propose to get a single penny the youngest being nine years old and my wife past childbearing,novel
i'm sorry to hear that. do you think you'll be able to do it?,chit-chat
end of the project gutenberg ebook a modest proposal updated editions will replace the previous onethe old editions will be renamed,novel
that sounds like a lot of work. what are you going to do with the new version?,chit-chat
creating the works from print editions not protected by us copyright law means that no one owns a united states copyright in these works so the foundation and you,novel
"that's interesting, i didn't know that. do you have a source for that information?",chit-chat
can copy and distribute it in the united states without permission and without paying copyright royalties,novel
that's a good point. i'll have to look into that. do you think it's worth it?,chit-chat
special rules set forth in the general terms of use part of this license apply to copying and distributing project gutenberg electronic works to protect the project gutenberg concept and trademark,novel
that's good to know. i'm not familiar with the project gutenberg concept.,chit-chat
project gutenberg is a registered trademark and may not be used if you charge for an ebook except by following the terms of the trademark license including paying royalties for use of the project gutenberg trademark,novel
"that's interesting, i didn't know that. i'll have to look into that.",chit-chat
if you do not charge anything for copies of this ebook complying with the trademark license is very easy,novel
that's a good idea. i'll have to look into that. thanks for the tip!,chit-chat
you may use this ebook for nearly any purpose such as creation of derivative works reports performances and research,novel
that's a great idea! i'll have to check it out. thanks for the suggestion!,chit-chat
project gutenberg ebooks may be modified and printed and given awayyou may do practically anything in the united states with ebooks not protected by us copyright law,novel
the project gutenberg ebooks may be modified and printed and given awayyou may do practically anything in the us us with ebooks not protected by us copyright law,chit-chat
redistribution is subject to the trademark license especially commercial redistribution,novel
"yes, i know that. i'm just wondering if there's anything i can do about it.",chit-chat
start full license the full project gutenberg license please read this before you distribute or use this work to protect the project gutenberg mission of promoting the free distribution of electronic works by using or distributing this work or any other work associated in any way with the phrase project gutenberg you agree to comply with all the terms of the full project gutenberg license available with this file or online at wwwgutenbergorglicense,novel
i'm not familiar with the full project gutenberg license. can you tell me more about it?,chit-chat
section 1,novel
have you ever been to section 1? it's a section in section 1 of section 1.,chit-chat
general terms of use and redistributing project gutenberg electronic works 1a,novel
have you ever heard of gutenberg electronic works? it's an american electronic production company.,chit-chat
by reading or using any part of this project gutenberg electronic work you indicate that you have read understand agree to and accept all the terms of this license and intellectual property trademarkcopyright agreement,novel
that's good to know. i'll have to look into that. thanks for the information.,chit-chat
if you do not agree to abide by all the terms of this agreement you must cease using and return or destroy all copies of project gutenberg electronic works in your possession,novel
"i've never heard of project gutenberg electronic, but i'll look into it.",chit-chat
if you paid a fee for obtaining a copy of or access to a project gutenberg electronic work and you do not agree to be bound by the terms of this agreement you may obtain a refund from the person or entity to whom you paid the fee as set forth in paragraph 1e8,novel
i did not pay a fee for access to a project gutenberg electronic work and i do not agree to be bound by the terms of this agreement you may obtain a refund from the person or entity to whom you paid the fee as set forth in paragraph 1e8,chit-chat
1b,novel
have you ever heard of 1b? it's the world's most popular sport.,chit-chat
project gutenberg is a registered trademark,novel
i've heard of project gutenberg. what's the name of the company you work for?,chit-chat
it may only be used on or associated in any way with an electronic work by people who agree to be bound by the terms of this agreement,novel
that's what i'm afraid of. i don't know what to do.,chit-chat
there are a few things that you can do with most project gutenberg electronic works even without complying with the full terms of this agreement,novel
that's good to hear. i'm not sure i've ever heard of gutenberg electronic before.,chit-chat
see paragraph 1c below,novel
what does that mean? i'm not familiar with it. what does it mean exactly?,chit-chat
there are a lot of things you can do with project gutenberg electronic works if you follow the terms of this agreement and help preserve free future access to project gutenberg electronic works,novel
that's a great idea! i'll have to look into that. thanks for the tip!,chit-chat
see paragraph 1e below,novel
do you like to read? it's one of my favorite books. i've read it a few times.,chit-chat
1c,novel
do you like 1c? it's one of the most popular 1c's in the world.,chit-chat
the project gutenberg literary archive foundation the foundation or pglaf owns a compilation copyright in the collection of project gutenberg electronic works,novel
i've never heard of the project gutenberg electronic works. i'll have to check it out.,chit-chat
nearly all the individual works in the collection are in the public domain in the united states,novel
that's pretty cool. i've never heard of that. do you have a source?,chit-chat
if an individual work is unprotected by copyright law in the united states and you are located in the united states we do not claim a right to prevent you from copying distributing performing displaying or creating derivative works based on the work as long as all references to project gutenberg are removed,novel
"i have never heard of project gutenberg, what is it? is it an american project?",chit-chat
of course we hope that you will support the project gutenberg mission of promoting free access to electronic works by freely sharing project gutenberg works in compliance with the terms of this agreement for keeping the project gutenberg name associated with the work,novel
i'm not sure i understand what you're saying. do you mean the project gutenberg mission of promoting free access to electronic works?,chit-chat
you can easily comply with the terms of this agreement by keeping this work in the same format with its attached full project gutenberg license when you share it without charge with others,novel
that's what i'm going to do. i think i'll keep it in the same format.,chit-chat
1d,novel
have you ever heard of 1d? it's a series of three - dimensional images.,chit-chat
the copyright laws of the place where you are located also govern what you can do with this work,novel
i'm not sure i understand what you are saying. what do you mean by the laws of the place where you are located also govern what you can do with this work?,chit-chat
copyright laws in most countries are in a constant state of change,novel
i'm not sure i understand what you're saying. are you saying that the laws in most countries are in a constant state of change?,chit-chat
if you are outside the united states check the laws of your country in addition to the terms of this agreement before downloading copying displaying performing distributing or creating derivative works based on this work or any other project gutenberg work,novel
i'm in the us. i'll have to do that. thanks for the advice!,chit-chat
the foundation makes no representations concerning the copyright status of any work in any country other than the united states,novel
the foundation makes no representations concerning the copyright status of any work in any country other than the united states,chit-chat
1e,novel
have you ever heard of 1e? it's a series of short stories written in 1e.,chit-chat
unless you have removed all references to project gutenberg 1e1,novel
i've never heard of project gutenberg 1e1. what's it about?,chit-chat
the following sentence with active links to or other immediate access to the full project gutenberg license must appear prominently whenever any copy of a project gutenberg work any work on which the phrase project gutenberg appears or with which the phrase project gutenberg is associated is accessed displayed performed viewed copied or distributed this ebook is for the use of anyone anywhere in the united states and most other parts of the world at no cost and with almost no restrictions whatsoever,novel
i've never heard of the project gutenberg ebook. do you have a favorite ebook?,chit-chat
you may copy it give it away or reuse it under the terms of the project gutenberg license included with this ebook or online at wwwgutenbergorg,novel
that's a great idea! i'll have to look into that. thank you!,chit-chat
if you are not located in the united states you will have to check the laws of the country where you are located before using this ebook,novel
i am located in the us. i will have to check the laws of the country where i are located before using this ebook,chit-chat
1e2,novel
have you ever watched e2? it's an american drama television series produced by nbc.,chit-chat
if an individual project gutenberg electronic work is derived from texts not protected by us copyright law does not contain a notice indicating that it is posted with permission of the copyright holder the work can be copied and distributed to anyone in the united states without paying any fees or charges,novel
that's good to know. i'm not familiar with gutenberg's work.,chit-chat
if you are redistributing or providing access to a work with the phrase project gutenberg associated with or appearing on the work you must comply either with the requirements of paragraphs 1e1 through 1e7 or obtain permission for the use of the work and the project gutenberg trademark as set forth in paragraphs 1e8 or 1e9,novel
i've never heard of project gutenberg before. i'll have to look into it.,chit-chat
1e3,novel
have you ever heard of e3? it's an american television series produced in the united states.,chit-chat
if an individual project gutenberg electronic work is posted with the permission of the copyright holder your use and distribution must comply with both paragraphs 1e1 through 1e7 and any additional terms imposed by the copyright holder,novel
i've never heard of gutenberg electronic work before. what's the name of the project?,chit-chat
additional terms will be linked to the project gutenberg license for all works posted with the permission of the copyright holder found at the beginning of this work,novel
that's great. i'm sure you'll get a lot of good feedback.,chit-chat
1e4,novel
have you ever watched e4? it's an american drama television series produced by nbc.,chit-chat
do not unlink or detach or remove the full project gutenberg license terms from this work or any files containing a part of this work or any other work associated with project gutenberg,novel
"i'm sorry, i don't understand what you're saying. what do you mean by removing the full project gutenberg license terms from this work or any files containing a part of it?",chit-chat
1e5,novel
have you ever seen an episode of e5? it's one of my favorite shows.,chit-chat
do not copy display perform distribute or redistribute this electronic work or any part of this electronic work without prominently displaying the sentence set forth in paragraph 1e1 with active links or immediate access to the full terms of the project gutenberg license,novel
"i've never heard of a gutenberg license, do you know what that's?",chit-chat
1e6,novel
have you ever seen an episode of e6? it's one of my favorite shows.,chit-chat
you may convert to and distribute this work in any binary compressed marked up nonproprietary or proprietary form including any word processing or hypertext form,novel
that's a good idea. i'll have to look into that. thank you!,chit-chat
however if you provide access to or distribute copies of a project gutenberg work in a format other than plain vanilla ascii or other format used in the official version posted on the official project gutenberg website wwwgutenbergorg you must at no additional cost fee or expense to the user provide a copy a means of exporting a copy or a means of obtaining a copy upon request of the work in its original plain vanilla ascii or other form,novel
that's interesting. i've never heard of that before. do you have a source for that information?,chit-chat
any alternate format must include the full project gutenberg license as specified in paragraph 1e1,novel
"i've never heard of an alternate format, but i'll look into it. thanks!",chit-chat
1e7,novel
have you ever seen an episode of e7? it's one of my favorite shows.,chit-chat
do not charge a fee for access to viewing displaying performing copying or distributing any project gutenberg works unless you comply with paragraph 1e8 or 1e9,novel
that's a good idea. i'll make sure to do that. thank you!,chit-chat
1e8,novel
have you ever watched an episode of e8? it's one of my favorite shows.,chit-chat
you may charge a reasonable fee for copies of or providing access to or distributing project gutenberg electronic works provided that you pay a royalty fee of 20 of the gross profits you derive from the use of project gutenberg works calculated using the method you already use to calculate your applicable taxes,novel
i've never heard of project gutenberg. i'll have to look into it.,chit-chat
the fee is owed to the owner of the project gutenberg trademark but he has agreed to donate royalties under this paragraph to the project gutenberg literary archive foundation,novel
"wow, that's a lot of money. i'm glad he's willing to donate.",chit-chat
royalty payments must be paid within 60 days following each date on which you prepare or are legally required to prepare your periodic tax returns,novel
royalty payments must be paid within 60 days following each date on which you prepare or are legally required to prepare your periodic tax returns,chit-chat
royalty payments should be clearly marked as such and sent to the project gutenberg literary archive foundation at the address specified in section 4 information about donations to the project gutenberg literary archive foundation you provide a full refund of any money paid by a user who notifies you in writing or by email within 30 days of receipt that she does not agree to the terms of the full project gutenberg license,novel
"i've never heard of the gutenberg license, but i'll look into it.",chit-chat
you must require such a user to return or destroy all copies of the works possessed in a physical medium and discontinue all use of and all access to other copies of project gutenberg works,novel
"i've never heard of project gutenberg, but i'll look into it. what's it about?",chit-chat
you provide in accordance with paragraph 1f3 a full refund of any money paid for a work or a replacement copy if a defect in the electronic work is discovered and reported to you within 90 days of receipt of the work,novel
"that's good to know, thank you. i'll have to look into that.",chit-chat
you comply with all other terms of this agreement for free distribution of project gutenberg works,novel
"i'm not sure i understand what you're saying. what do you mean by "" you comply with all other terms of this agreement for free distribution of project gutenberg works ""?",chit-chat
1e9,novel
have you ever seen an episode of e9? it's one of my favorite shows.,chit-chat
if you wish to charge a fee or distribute a project gutenberg electronic work or group of works on different terms than are set forth in this agreement you must obtain permission in writing from the project gutenberg literary archive foundation the manager of the project gutenberg trademark,novel
"i've never heard of gutenberg, but i'll look into it. thanks for the information!",chit-chat
contact the foundation as set forth in section 3 below,novel
"yea, that's a good idea. i think i'm going to do that.",chit-chat
1f,novel
have you ever been to a 1f? it's a mix of 1f and 1d.,chit-chat
1f1,novel
have you ever heard of 11d? it's a short version of 1e.,chit-chat
project gutenberg volunteers and employees expend considerable effort to identify do copyright research on transcribe and proofread works not protected by us copyright law in creating the project gutenberg collection,novel
have you ever heard of the project gutenberg collection? it's a collection of short stories.,chit-chat
despite these efforts project gutenberg electronic works and the medium on which they may be stored may contain defects such as but not limited to incomplete inaccurate or corrupt data transcription errors a copyright or other intellectual property infringement a defective or damaged disk or other medium a computer virus or computer codes that damage or can not be read by your equipment,novel
"i've never heard of gutenberg electronic works, but i'll look into it.",chit-chat
1f2,novel
have you ever played f2? it's a video game that was developed by nintendo.,chit-chat
limited warranty disclaimer of damages except for the right of replacement or refund described in paragraph 1f3 the project gutenberg literary archive foundation the owner of the project gutenberg trademark and any other party distributing a project gutenberg electronic work under this agreement disclaim all liability to you for damages costs and expenses including legal fees,novel
i'm so sorry to hear that. i hope you're able to get your money back.,chit-chat
you agree that you have no remedies for negligence strict liability breach of warranty or breach of contract except those provided in paragraph 1f3,novel
