text,category
from newtontony i went to sarum 8 miles which is a citty and bishops seat pretty large town streetes broad but through ye midst of them runs a little rivulet of water which makes ye streetes not so clean or so easye to pass in they have stepps to cross it and many open places for horses and carriages to cross ittitt takes off much from the beauty of ye streetesthe cause of it was from the burning of the old town called salsebury which was on a hill about a mile off this and it was so drye and farre from springs that it was destroyed by fire and only the ruines of the castle is to be seen like a high wall with fortifications this town now stands low by the water by a great river the houses are old mostly timber buildings there is a large market house with the town hall over it and a prison just bythere is also a large cross in another place and house over it for a constant market for fruite fowle butter and cheese and a fish market the town is well served with all provissions there is good buildings in that part they call the close both new built and ye old good houses belonging to the doctors of the church,novel
"wow, that's interesting. i've never been to sarum, but i'd love to go.",chit-chat
ye dean has a very good house and gardens so is the bishops palace at ye end of a row of treesthe roomes are lofty and stately all these houses are round ye cathedrall which is esteemed the finest in england in all respects it only lyes low in a watry meadow so yt the foundations is in the water made of ffaggots and timber yet notwithstanding its want of a riseing ground to stand on ye steeple is seen many miles off the spire being so high it appeares to us below as sharpe as a dagger yet is in the compass on the top as bigg as a cart wheele its all stone and carved finely with spires and arches there are severall doores into ye church in the body of it stands the pulpet and seates on each side there are two large isles runnes up on either side the font stands below opposite to the quire yt enters wth 2 or 3 steps assent from a large cross isle that leades to the cloysters in which is ye chapter house which is very large and supported only by one small stone pillar in ye middle painted round the walls with figures carved ye whole accō of the book of genesis the windows are painted very finelymuch of the history of the bible,novel
"i've never been to the kingdom of england, but i'd love to go.",chit-chat
there is as many little chappels in the church as months in a yeare as many doores as weekes as many marble pillars as dayes as many windows as houres as many partitions in the windows as minutes in the year,novel
i've never heard of a chappel in the church. what does that mean?,chit-chat
the roofe of the church is very lofty and exactly neate in all things though not so large as some other cathedrallsthe top of the qoire is exactly painted and it lookes as fresh as if but new done though of 300 yeares standingthere is a very good organ and a deske for the reader raised so high even with the organ for ye advantage of the voice to be heard yet ye church is so lofty yt ye eccos drowns ye intelligableness of the voice,novel
"i've never been to the church, but i'd love to go one day.",chit-chat
the comunion table hangings and ye booses are all of crimson velvet with gold fringe 2 large candlestickes gilt wth great white tapers in them a large gilt bason to receive ye offerings inthere is many good monuments there also there are ye statues of the 3 bishops that built the church cut in stonethere are two large fine monuments above ye restone all free stone for the lord george his effiges and ladyes att length on a bed in their robes and ruffs on pillows and ye four pillars are twisted and over it angels figures of birds beasts flowers and leaves very fine there sits justice wth ye ballance in her hand one scale laying over ye other twisted lookes very natural and well with ye wreathed work all in free stone with their armes cut about in escutheons all about it the other is a monument for the duke of summerset all in marble a large bed his effigee in garment and ruff all in coullours his lady the same only she is laid one step above him because she was daughter to the dowager of ffrance and sister to henry ye 7th of england by her second husband charles brandon duke of suffolk,novel
"wow, that's interesting. i've never heard of a table hangings before.",chit-chat
there is ye effiges of their 2 sonnes lord beachom at their head and lord seymour at ye feete in armour on their knees and severall daughters on their knees at ye bottom and 12 pillars of irish gray marble,novel
"i've never heard of gray marble, but i'm familiar with him. what does he look like?",chit-chat
the armes is cutt finely in escutcheons c and in figures with ye supporters and severall sorts of beasts carved in a piramide fashion and on ye top the dukes corronetthese 2 monumts are railed in with iron grates there is the effigee in stone off a doctor that starved himself to death attempting to imitate our saviour to fast 40 dayesbut at 31 dayes end he became sensible of his evil and would have retrieved his life by eateing againe but then by ye just judgment of god could not swallow any thing down his throatethere is a chaple or burying place of judge poppums that had two very wild sonnes and by 2 pictures of his sonnes pictured one with death ye other with a skeleton and set in ye room they were to come into by their fathers order it pleased god to bless as a meanes to reclaim them,novel
"wow, that's interesting. i've never heard of this place before. what's it about?",chit-chat
ye pictures are still there the windows of the church but especially ye quire are very finely painted and large of ye history of ye biblethe tower ffor ye bells are in ye yard at some distance from the churchthere are 6 churches in the town and subburbs and ye county goal at ye end of the town called ffisherton just by the great river that runnes to christchurch in salsebury,novel
i've always wanted to go to ffisherton. have you ever been there?,chit-chat
they keep the quarter session once in ye yeare the othr tymes are kept at malbrough about 24 mile off and at ye devises about ye same distance wch is a very neate little town with a very good market house and town hall sett on stone pillars it is a bourrough and a very rich tradeing place ffor the clothing trade the fourth place ye session is kept is warminster about ye same distanceits a pretty little town a good market for corn and there is the mindiffe coale which is allmost as good as the sea coale from newcastle that is dugg out of the hills all aboutbut ye assizes is allwayes kept at salsebury and is a major town though wilton about 2 mile off is ye county town and ye knights of ye shire are chosen there though its now but as a little village as it were and only supported by the earle of pembrooke which lives there and has a very ffine house with large courts one within another,novel
i've never heard of the mindiffe coale. i'll have to check it out.,chit-chat
at ye entrance there is a lofty hall with good pictures 3 or 4 dineing roomes and drawing roomes of state with very good bed chambers and well furnished velvet damaske and tissue one gallery and ye dineing roome was all wanscoated with pictures of ye familythere is a drawing roome and anti roome ye wanscoate is painted with ye whole history of the acadia romance made by sr philip sidney brother to the then countess of pembrooke and composed by him in ye ffine woods above ye house,novel
"wow, that sounds like a lot of fun. do you have any other hobbies?",chit-chat
another room is painted wth all sorts of sports hunting hawking cthey are all finely painted on the ceiling and very lofty,novel
that sounds like a lot of fun. do you have any other hobbies that you'd like to share?,chit-chat
there is one dineing roome yt the chimney is just under a window and the tunnells runnes upon each side,novel
that's interesting. i've never heard of that before. what is it called?,chit-chat
there is one chamber the chimney stands just by the window opposite to salsebury and on the black marble chimney piece soe finely polished you may see all the cathedrall as in a glass i have seen it plaine,novel
that's pretty neat. i've never seen cathedrall in a glass before.,chit-chat
there are very fine marble chimney pieces in most of ye roomes and marble windows,novel
that's good to know. i'll have to look into that. do you have any experience with it?,chit-chat
the gardens are very fine with many gravel walkes with grass squaires set with fine brass and stone statuesfish ponds and basons with ffigures in ye middle spouting out waterdwarfe trees of all sorts and a fine flower gardenmuch wall fruite,novel
i've never heard of ffiin ye middle. i'll have to look into that.,chit-chat
ye river runns through ye garden that easeily conveys by pipes water to all parts,novel
that's really cool. i've never heard of a river that runs through ye garden.,chit-chat
a grottoe is att ye end of the garden just ye middle off ye houseits garnished with many fine ffigures of ye goddesses and about 2 yards off the doore is severall pipes in a line that with a sluce spoutts water up to wett the strangersin the middle roome is a round table and a large pipe in the midst on which they put a crown or gun or a branch and so yt spouts the water through ye carvings and poynts all round ye roome at ye artists pleasure to wet ye companythere are figures at each corner of ye roome that can weep water on the beholders and by a straight pipe on ye table they force up ye water into ye hollow carving of ye rooff like a crown or coronet to appearance but is hollow within to retaine ye water fforced into it in great quantetyes yt disperses in ye hollow cavity over ye roome and descends in a shower of raine all about ye roomeon each side is two little roomes which by the turning their wires ye water runnes in ye rockesyou see and hear it and also it is so contrived in one room yt it makes ye melody of nightingerlls and all sorts of birds wch engages ye curiosity of ye strangers to go in to see but at ye entrance off each room is a line of pipes that appear not till by a sluce movedit washes ye spectators designed for diversion,novel
i've never heard of a grottoe before. what does it mean to you?,chit-chat
ye grottoe is leaded on ye top where are fish ponds and just without ye grottoe is a wooden bridge over ye river,novel
ye grottoe is leaded on ye top where are fish ponds just without ye grotttoe is a wooden bridge over ye river,chit-chat
ye barristers are set out wth lyons set thick on either side wth their mouths open and by a sluce spout out water each to other in a perfect arch ye length of ye bridge,novel
i've never heard of a barrister before. do you have a favorite breed of barristers?,chit-chat
there are fine woods beyond ye house and a large parke walled in,novel
i've never heard of that one. i'll have to check it out. thank you!,chit-chat
from thence i went to blandford in dorsetshire 18 miles through a haire waring and a forest of ye kings,novel
"wow, that's a long way from here. did you have a lot of fun?",chit-chat
blandford is a pretty neate country town,novel
"i've never been there, but i hear it's a great place to visit.",chit-chat
thence to merly by wimborn over a great river called the stoure and a large arched bridge to a relations house sr william constantines housethence to poole a little seaport town 4 miles off where was a very good minister in ye publick churchmr hardy,novel
i've never read any of wimborn's books. what's your favorite?,chit-chat
from thence we went by boate to a little isle called brownsea 3 or 4 leagues off where there is much copperice made the stones being found about ye isle in ye shore in great quantetyes,novel
"wow, that's amazing! i've never been to brownsea 3 before.",chit-chat
there is only one house there wch is the governours besides little fishermens houses they being all taken up about ye copperice workes they gather ye stones and place them on ground raised like ye beds in gardens rows one above the other and are all shelving so yt ye raine disolves ye stones and it draines down into trenches and pipes made to receive and convey it to ye house ych is fitted with iron panns four square and of a pretty depth at least 12 yards over,novel
"wow, that's interesting. i've never heard of a house like that before.",chit-chat
they place iron spikes in ye panns full of branches and so as ye liquor boyles to a candy it hangs on those branches i saw some taken upit lookd like a vast bunch of grapes,novel
that's interesting. i've never heard of that before. what's it like?,chit-chat
ye coullour of ye copperace not being much differing it lookes cleare like sugercandyso when ye water is boyled to a candy they take it out and replenish the panns with more liquor,novel
i don't think i've ever heard of sugercandyso. what does that mean?,chit-chat
i do not remember they added anything to it only ye stones of copperice disolved by ye raine into liquor as i mentiond at firstthere are great furnaces under yt keepes all the panns boylingit was a large room or building with severall of these large panns they do add old iron and nailes to ye copperass stones,novel
that's really interesting. i've never heard of that before. do you have a source for that?,chit-chat
this is a noted place for lobsters and crabs and shrimps,novel
lobsters and crabs and shrimps? i've never heard of that. what's it like?,chit-chat
i there eate some very good,novel
"yeah, it was pretty good. i'm not sure what i'd do without it.",chit-chat
from merly we went to ye isle of purbeck,novel
i've never heard of ye isle of purbeck. is it a country or a city?,chit-chat
at warrum we passed over a bridge where ye sea flowed in and came by ye ruines of corffe castle which stands on a hill yet surrounded by much higher hills yt might easily command it and so in ye civil warrs was batterd down with granadeersthence you rise a great ascent of hills called the linch or rather ye ridge being so for 3 or 4 miles rideing to quare which was 16 miles ffrom merly to a relations housecosn colliers,novel
"wow, that sounds like a lot of fun. did you get to go to the castle?",chit-chat
from this ridge you see all ye island over which lookes very fruitfull good lands meadows woods and jnclosuresthere are many quarys in these hills of yt wch is called the free stone from hence they digg itthe shores are very rocky all about ye island,novel
have you ever been to ye island? it's one of my favorite places to visit.,chit-chat
we went 3 miles off to sonidge a sea faire place not very bigthere is a flatt sand by ye sea a little way they take up stones by ye shores yt are so oyly as ye poor burn it for ffire and its so light a ffire it serves for candle too but it has a strong offensive smell,novel
that's really interesting. i've never heard of a sea faire place before.,chit-chat
at a place 4 mile off called sea cume the rockes are so craggy and ye creekes of land so many yt ye sea is very turbulenti pickd shells and it being a spring tide i saw ye sea beat upon ye rockes at least 20 yards with such a ffoame or ffrothand at another place the rockes had so large a cavity and hollow yt when ye sea flowed in it runne almost round and sounded like some hall or high arch,novel
"wow, that's amazing! i've never been to sea cume, but i'd love to go one day.",chit-chat
in this island are severall pretty good houses though not very large,novel
"that's good to hear. i've never been to the island, but i'd love to visit one day.",chit-chat
att kingston sr william muese has a pretty house and att income mr coliffordsdoonshay mr dollings and 7 mile off quare,novel
"william muese has a pretty house mr coliffordsdoonshay mr dollings, 7 mile off quare",chit-chat
att finnum lady larences there is a pretty large house but very old timber built there i eate ye best lobsters and crabs being boyled in ye sea water and scarce coldvery large and sweet,novel
i've never heard of a finnum lady larences before. i'll have to check it out.,chit-chat
most of the houses in ye island are built of stonethis is just by the great cliffts wch are a vast height from ye seahere is plenty of provision of all sorts especially of fish,novel
i've never heard of ye seahere. i'll have to check it out.,chit-chat
ﬀrom finnum we ascend a high hill of a great length till you are out of ye island which does hardly appeare to be now an isle the tide having left it on this side that you passe only a little brooke,novel
i'm sorry to hear that. i hope you're able to get back on your feet soon.,chit-chat
there is another castle called brindon but yt lyes low and appears not muchthence we came to piddle 6 or 7 miles off where was a relationmr oxenbridg an old house wch formerly was an abbythence to dorchester town 5 milesit stands on ye side of a hill the river runnes below itthe town lookes compact and the streetes are very neately pitchd and of a good breadththe marketplace is spaceiousthe church very handsome and full of galleries,novel
"wow, that sounds like a lot of fun. i've never been to brindon before.",chit-chat
thence we went to burport about 8 milesthe wayes are stony and very narrowthe town has a steep hill to descend through the whole placethence to woolfe 4 miles to a relationmr newbery a man of many whymseyswould keep no women servantshad all washing ironing dairy and all performed by menhis house looks like a little village when you come into ye yardso many little buildings apart from each otherone for a stillitoryanother for out houses and offices another long building for silk wormes and ye dwelling house is but mean and spoyld by his ffancy of makeing a hall up 3 storyes high and so lofty nothing suiteable to it,novel
"wow, that sounds like a lot of fun. i've never been to a place like that before.",chit-chat
he had good gardens and orchards much good ffruite but all in a most rude confused manner,novel
i'm sorry to hear that. what did he do to make you feel that way?,chit-chat
thence we went to colway neare lime in somersetshire about 8 miles to a relations house mr hendlysfrom thence it is 2 miles to lime a seaport place open to the main ocean and so high and bleake sea that to secure the harbour for shipps they have been at a great charge to build a mold from the town with stone like a halfe moon wch they call the cobb its raised with a high wall and this runns into ye sea a good compass that ye shipps rides safely within it when the tide is out we may see the foundations of some part of itthat is the tyme they looke over it to see any breach and repaire it immediately else ye tide come with so much violence would soone beate it downthere is some part of it low and only is to joyne ye rest to the land and at high water is all coverd of such a depth of water that shipps may pass over it to enter the cobb or halfe moone which is difficult for fforeigners to attempt being ignorant though its better than goeing round the other way for those that know and do observe the tidethe spring tides and any storme does some tymes beate up and wash over the walls of the forte or castle into the court and so runns into the town though at other tymes when its the ordinary tide and calme sea it is at least 300 yards from the banke on which the high wall is builtin most parts of somersetshire it is very fruitfull for orchards plenty of apples and peares but they are not curious in the planting the best sort of fruite which is a great pitty being so soone produced and such quantetyes they are likewise as careless when they make ciderthey press all sorts of apples together else they might have as good sider as in any other parts even as good as the herrifordshirethey make great quantetyes of cider their presses are very large so as i have seen a cheese as they call them which yeilded 2 hoddsheadsthey pound their apples then lay fresh straw on the press and on that a good lay off pulp of the apples then turne in the ends of the straw over it all round and lay fresh straw then more apples up to the top,novel
"wow, that's a long write - up. i've never been to colway neare neare.",chit-chat
just by lime you cross a little brooke into devonshire which is much like somersetshirefruitfull countrys for corn graseing much for inclosures that makes the wayes very narrow so as in some places a coach and waggons can not passthey are forced to carry their corn and carriages on horses backes with frames of wood like pannyers on either side ye horse so load it high and tye it wth cordsthis they do altogether the farther westward they goe for ye wayes grow narrower and narrower on to ye lands end,novel
i've never heard of devonshire before. i'll have to check it out.,chit-chat
they shewed me the lizard point from lime it was a good distanceye land grows narrower in a compass round as it were round the sea,novel
that's interesting. i've never heard of a distanceye before. what's it like?,chit-chat
from lime the wayes are also difficult by reason of the very steep hill up and down and that so successively as little or no plaine even ground and full of large smooth pebbles that make the strange horses slip and uneasye to gothe horses of the country are accustomed to it and travell well in the rodesin ye opener wayes they use a sort of waine or carriage made narrower than our southern waggon but longer and so load them highfrom lime to burport is 12 miles and so to dorchester thence to blandford we pass over woodbery hill eminent for a great faire that is kept there of all things the road passed by cherberythe foot of the hill on the slope stands a pretty seate of mr earles my relationthe house is new built on ye brow of ye hill whence you have large prospects of 20 mile roundyou may see shaftesbury thence 16 mile offthere is a good wood behind the house good gardens walld with plenty of fruit good fish and decoy pounds,novel
"wow, that's a long write - up. i've never heard of shaftesbury before.",chit-chat
there is a very good hall at the entrance leads you to a large parlour and drawing room on ye right hand that opens to the gardensa very good little parlour on the left with servants room and another parlour for smoakeing all well wanscoated and painted and the offices convenientthe chambers are good and lofty and sizeablegood ffurniture in the best 2 chambers in an angle the staires leads up halfe way into ye middle of the house and so divides in four parts and runnes to each angle,novel
"wow, that sounds like a lot of fun! i'll have to check it out.",chit-chat
thence 6 miles to blandford thence 18 to salsebury and 8 mile to newtontony which stands in ye midst of ye downs 8 mile from andover a market town in hampshire and ye roade to london,novel
"wow, that's a long trip. i've never been to new tontony before.",chit-chat
it lyes 15 mile from winchesterit is three mile from amesbury and 2 mile more to stoneage that stands on salsebury plaineeminent for many battles being faught therethis stoneage is reckond one of the wonders of england how such prodigeous stone should be brought there as no such stone is seen in ye country nearer than 20 mile,novel
"wow, that's a long way from me. i've never been to amesbury.",chit-chat
they are placed on the side of a hill in a rude jregullar formtwo stones stands up and one laid on their tops with morteses into each other and thus are severall in a round like a wall with spaces between but some are fallen down so spoyle the order or breach in the temple as some think it was in the heathen tymes others thinke it the trophy of some victory wone by one ambrosious and thence the town by it has its name of amesbury,novel
"wow, that's interesting. i've never heard of a jregullar before.",chit-chat
there is severall rows of lesser stones within the others set up in the same forme of 2 upright and one lies on the top like a gateway,novel
that's interesting. i've never heard of that before. what's it about?,chit-chat
how they were brought thither or whether they are a made stone is not resolvedthey are very hard yet i have seen some of them scrapedthe weather seemes not to penetrate them,novel
"i'm not sure what you mean by "" how they were brought thither or whether they are a made stone is not resolvedit they are very hard yet i have seen some of them scrapedthe weather seemes not to penetrate them """,chit-chat
to increase the wonder of the story is that none can count them twice alikethey stand confused and some single stones at a distance but i have told them often and bring their number to 91,novel
that's really interesting. i've never heard of that before. what is it about?,chit-chat
this country is most champion and open pleasant for recreationsits husbandry is mostly corn and sheep the downs though short grass ye feed is sweet producing the finest wooll and sweet meat though but small,novel
"i'm not a big fan of corn or sheep, but i do like sweet meat.",chit-chat
the little towns or villages lies in the valleys and runs along in the bottom and are called bourns having water running in most of them,novel
i love the little towns and villages that run along in the bottom and are called bourns having water running in most of them.,chit-chat
from stonidge i went to evell in somersetshire thence to meer a little town about 15 mile by the town is a vast high hill called the castle of meerits now all grass over and so steepe up that the ascent is by footsteps cut in the side of the hill,novel
"wow, that's a long way from here. did you have a good time there?",chit-chat
i was on the top where some had been digging and was come to a space that was arched and the walls plaistred and washed white and smoothit was but a little roome i tooke a piece of its walls and plaister,novel
that sounds like a lot of work. i'm glad you were able to clean it up.,chit-chat
that shews there may be cells or vaults in the hillfrom thence to wincauton 7 miles which is on a steep hill and very stoneyyou go through the town all the way down as it were a steep precipice all rocksthence to castle cary 3 or 4 milesits generally a good fruitfull country much on jnclosures as is most of summersetshire,novel
"i've never been to wincauton, but i'd love to go. it's on my bucket list.",chit-chat
thence to alford 2 miles where was a minerall water which company resorts to for drinkingformerly it has been more frequented than of latemany now send for them severall miles and have beer brewed of themthere being no good accomodation for people of fashion the country people being a clownish rude people,novel
"i've never been to alford, but i'd love to go there one day.",chit-chat
ye waters are mostly from alomits a cleare little well and a quick springthe bottom of the well has a sort of blewish clay or marle its a quick purger good for all sharpe humers or obstruction,novel
i've never heard of ye waters before. i'll have to check it out.,chit-chat
in three mile of this place is queen camell famous for a fine ring of bells and for the fine sort of brown thread called nuns threadas we returned from thence we came by bruton a very neate stone built townfrom it we ascend a very high steep hill all in a narrow lane cut out of the rocks on which grow trees thick their roots runns amongst the rocks and in many places fine clean springs buble out and run a long out of the rocks it smells just like the sea,novel
"wow, that's really interesting. i've never heard of queen camell before.",chit-chat
we were full an hour passing that hill though with four horses and a chariot,novel
that sounds like a lot of fun. did you get to ride the chariot while you were there?,chit-chat
my sister self and maid thence to willding which is a place of much water so to newtontony in all 30 miles,novel
"wow, that's a lot of water for 30 miles. i'm sorry to hear that.",chit-chat
another journey to the bath from newtontony to warminster 18 miles a good road town and good way thence to breackly 5 mile a deep clay way we passed over one common of some miles length on a narrow causy that a coach can scarce pass all pitched with slatts and stonesour coach was once wedged in ye wheele in the stones that severall men were forced to lift us out its made only for packhorses which is the way of carriage in those parts,novel
"wow, that's a long way to go. i've never been on a long road trip before.",chit-chat
ye common is so moorish their feete and wheeles would sinke in so no going therethence to philip norton 3 miles a very neate stone built village,novel
i've never heard of philip norton. is it a city in the uk or a country in the us?,chit-chat
thence you pass a good way between 2 stone walls to the bath 5 mile down a very steep hill and stony a mile from the town scarce any passing and there descends a little current of water continually from the rocks,novel
that sounds like a lot of fun. do you have any hobbies you like to do?,chit-chat
the wayes to the bath are all difficult the town lyes low in a bottom and its steep ascents all wayes out of the town,novel
i'm sorry to hear that. i hope you're able to find a solution.,chit-chat
the houses are indifferent the streetes of a good size well pitched,novel
that's a good point. i'm not sure i could live in a house that big.,chit-chat
there are severall good houses built for lodgings that are new and adorned and good furniture the baths in my opinion makes the town unpleasant the aire so low encompassed with high hills and woods,novel
that's a good point. i'm not sure i could live in a house that was built for lodgings.,chit-chat
there is 5 baths the hot bath the most hot springsits but small and built all round which makes it ye hotterout of it runns the water into a bath called the le pours,novel
that's interesting. i've never heard of a bath like that before. what's the name of the bath?,chit-chat
the third bath is called the cross bath wch is some thing bigger then the former and not so hot the cross in the middle has seates round it for ye gentlemen to sitt and round the walls are arches wth seates for the ladyes all stone and the seate is stone and if you thinke the seate is too low they raise it with a coushon as they call it another stone but indeed the water bears you up that ye seate seemes as easy as a down coushon,novel
i've never heard of a down coushon before. i'll have to look into it.,chit-chat
before the arch the ladyes use to have a laced toilet hung up on the top of the arch and so to shelter their heads even to the water if they please,novel
"wow, that's interesting. i've never heard of a ladyes before, but it sounds interesting.",chit-chat
