text,category
from time to time i heard some vague account of his doings of his summons to odessa in the case of the trepoff murder of his clearing up of the singular tragedy of the atkinson brothers at trincomalee and finally of the mission which he had accomplished so delicately and successfully for the reigning family of holland,novel
"wow, that's really interesting. i've never heard of him before. do you know who he was?",chit-chat
beyond these signs of his activity however which i merely shared with all the readers of the daily press i knew little of my former friend and companion,novel
"i'm sorry to hear that. what happened to your former friend, if you don't mind me asking?",chit-chat
one nightit was on the twentieth of march 1888i was returning from a journey to a patient for i had now returned to civil practice when my way led me through baker street,novel
that's awesome. i'm glad you were able to get back on your feet.,chit-chat
as i passed the wellremembered door which must always be associated in my mind with my wooing and with the dark incidents of the study in scarlet i was seized with a keen desire to see holmes again and to know how he was employing his extraordinary powers,novel
"that's really interesting. i've never read scarlet, but i know it's a great book.",chit-chat
his rooms were brilliantly lit and even as i looked up i saw his tall spare figure pass twice in a dark silhouette against the blind,novel
"wow, that must have been scary. did you find out who he was or what he looked like?",chit-chat
he was pacing the room swiftly eagerly with his head sunk upon his chest and his hands clasped behind him,novel
"oh my god, that's so disgusting! did he have to clean up after himself?",chit-chat
to me who knew his every mood and habit his attitude and manner told their own story,novel
that's a good way to look at it. i'm glad he's doing well.,chit-chat
he was at work again,novel
what do you do for a living? do you have any other hobbies besides work?,chit-chat
he had risen out of his drugcreated dreams and was hot upon the scent of some new problem,novel
that's so sad. i'm sorry to hear that. what was the problem?,chit-chat
i rang the bell and was shown up to the chamber which had formerly been in part my own,novel
that's awesome! i'm glad you were able to get out of the house.,chit-chat
his manner was not effusive,novel
i'm sorry to hear that. what did he do that was not effusive?,chit-chat
it seldom was but he was glad i think to see me,novel
that's good to hear. it's always nice to have someone to talk to.,chit-chat
with hardly a word spoken but with a kindly eye he waved me to an armchair threw across his case of cigars and indicated a spirit case and a gasogene in the corner,novel
that's pretty cool. i'm glad you were able to get away with it.,chit-chat
then he stood before the fire and looked me over in his singular introspective fashion,novel
oh no! what did he look like? did he have a good reason for doing that?,chit-chat
wedlock suits you he remarked,novel
i don't know what wedlock means. i'm not sure what that means.,chit-chat
i think watson that you have put on seven and a half pounds since i saw you seven i answered,novel
i have put on seven and a half pounds since i saw you seven! that's a lot of weight!,chit-chat
indeed i should have thought a little more,novel
i'm not sure if it's a good thing or a bad thing...,chit-chat
just a trifle more i fancy watson,novel
what do you fancy watson? i've never heard of it before. what's it about?,chit-chat
and in practice again i observe,novel
that's good to hear. i'm sure you'll have a great time.,chit-chat
you did not tell me that you intended to go into harness then how do you know i see it i deduce it,novel
i didn't want to go into harness. i'm not sure what you mean by that.,chit-chat
how do i know that you have been getting yourself very wet lately and that you have a most clumsy and careless servant girl my dear holmes said i this is too much,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
you would certainly have been burned had you lived a few centuries ago,novel
i'm sure i would have been. it's been a long time since i've been burned.,chit-chat
it is true that i had a country walk on thursday and came home in a dreadful mess but as i have changed my clothes i cant imagine how you deduce it,novel
i'm sorry to hear that. i hope you're able to get your money back.,chit-chat
as to mary jane she is incorrigible and my wife has given her notice but there again i fail to see how you work it out he chuckled to himself and rubbed his long nervous hands together,novel
i'm sorry to hear that. i don't think i could do that to my wife.,chit-chat
it is simplicity itself said he my eyes tell me that on the inside of your left shoe just where the firelight strikes it the leather is scored by six almost parallel cuts,novel
"wow, that's a lot of cuts. i've never heard of that before.",chit-chat
obviously they have been caused by someone who has very carelessly scraped round the edges of the sole in order to remove crusted mud from it,novel
i don't think that's true. i think it's more likely that it was an accident.,chit-chat
hence you see my double deduction that you had been out in vile weather and that you had a particularly malignant bootslitting specimen of the london slavey,novel
"i've never been to london, but i'd love to go there one day.",chit-chat
as to your practice if a gentleman walks into my rooms smelling of iodoform with a black mark of nitrate of silver upon his right forefinger and a bulge on the right side of his tophat to show where he has secreted his stethoscope i must be dull indeed if i do not pronounce him to be an active member of the medical profession i could not help laughing at the ease with which he explained his process of deduction,novel
"haha, that's pretty funny. i'm not sure i could do that.",chit-chat
when i hear you give your reasons i remarked the thing always appears to me to be so ridiculously simple that i could easily do it myself though at each successive instance of your reasoning i am baffled until you explain your process,novel
that's a good way to look at it. i don't think i could do it myself.,chit-chat
and yet i believe that my eyes are as good as yours quite so he answered lighting a cigarette and throwing himself down into an armchair,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
you see but you do not observe,novel
that's a good point. i'm not sure if i've ever observed something like that before.,chit-chat
the distinction is clear,novel
i'm not sure what you mean by that. are you referring to the difference between the two?,chit-chat
for example you have frequently seen the steps which lead up from the hall to this room frequently how often well some hundreds of times then how many are there how many,novel
"i'm not sure of the exact number, but i know it's a lot.",chit-chat
i dont know quite so,novel
i don't either. i'm not sure what i want to do with my life.,chit-chat
you have not observed,novel
"i have, but i'm not sure if it's a good thing or a bad thing.",chit-chat
and yet you have seen,novel
"i haven't seen her yet, but i'm sure i'll see her soon.",chit-chat
that is just my point,novel
what is your point? i'm not sure what you're trying to say...,chit-chat
now i know that there are seventeen steps because i have both seen and observed,novel
"wow, that's a lot of steps! i'm sure you're very proud of yourself.",chit-chat
by the way since you are interested in these little problems and since you are good enough to chronicle one or two of my trifling experiences you may be interested in this he threw over a sheet of thick pinktinted notepaper which had been lying open upon the table,novel
"wow, that's really interesting. i've never heard of a pinktinted notepaper before.",chit-chat
it came by the last post said he,novel
that's pretty cool. i'm glad it worked out for you. what did you end up doing?,chit-chat
read it aloud the note was undated and without either signature or address,novel
that's a good idea. i didn't think of that. i'll have to do that.,chit-chat
there will call upon you tonight at a quarter to eight oclock it said a gentleman who desires to consult you upon a matter of the very deepest moment,novel
"i'm not sure what that means, but i hope it's a good one.",chit-chat
your recent services to one of the royal houses of europe have shown that you are one who may safely be trusted with matters which are of an importance which can hardly be exaggerated,novel
that's very nice of you to say. i'm very trusting of the royal family.,chit-chat
this account of you we have from all quarters received,novel
that's awesome! i'm so happy for you! i hope you have a great day!,chit-chat
be in your chamber then at that hour and do not take it amiss if your visitor wear a mask this is indeed a mystery i remarked,novel
that's what i'm going to do. i don't know what to do now.,chit-chat
what do you imagine that it means i have no data yet,novel
i don't know... i guess i'll just have to wait and see.,chit-chat
it is a capital mistake to theorise before one has data,novel
"that's true, but i don't think i'm going to let it get to me.",chit-chat
insensibly one begins to twist facts to suit theories instead of theories to suit facts,novel
that's a good way to look at it. what's your favorite fact about it?,chit-chat
but the note itself,novel
"i know, i was so happy when i found out it was a note from a friend.",chit-chat
what do you deduce from it i carefully examined the writing and the paper upon which it was written,novel
i don't know. i'm not sure. it's been a while since i've done anything like that.,chit-chat
the man who wrote it was presumably well to do i remarked endeavouring to imitate my companions processes,novel
that's really nice of you to do that. what kind of companions do you have?,chit-chat
such paper could not be bought under half a crown a packet,novel
"i know, right? it's like they don't know what they're doing.",chit-chat
it is peculiarly strong and stiff peculiarthat is the very word said holmes,novel
i'm not sure what you mean by that. are you trying to say that it's too strong?,chit-chat
it is not an english paper at all,novel
i don't know what i would do if i had to write a paper about it.,chit-chat
hold it up to the light i did so and saw a large e with a small g a p and a large g with a small t woven into the texture of the paper,novel
that's pretty cool. did you find out who did it or was it someone else?,chit-chat
what do you make of that asked holmes,novel
i don't know... i'm not sure what to make of it.,chit-chat
the name of the maker no doubt or his monogram rather not at all,novel
i'm not a big fan of monogram's either. they're not very good.,chit-chat
the g with the small t stands for gesellschaft which is the german for company it is a customary contraction like our co p of course stands for papier now for the eg let us glance at our continental gazetteer he took down a heavy brown volume from his shelves,novel
the g stands for gesellger which is the german for company it is a customary contraction like our co p of course stands for papier now for the eg let us glance at our continental gazetteer he took down a heavy brown volume from his shelves,chit-chat
eglow eglonitzhere we are egria,novel
i've never heard of eglow eglonitzhere before. what is it about?,chit-chat
it is in a germanspeaking countryin bohemia not far from carlsbad,novel
that's cool. i've never been to a germanspeaking countryin before.,chit-chat
remarkable as being the scene of the death of wallenstein and for its numerous glassfactories and papermills ha ha my boy what do you make of that his eyes sparkled and he sent up a great blue triumphant cloud from his cigarette,novel
i've never heard of wallenstein. what's it like to be alive?,chit-chat
the paper was made in bohemia i said,novel
that's interesting. what was the paper about? i've never heard of bohemia.,chit-chat
precisely,novel
i love to go to the gym. it's a great way to meet new people.,chit-chat
and the man who wrote the note is a german,novel
"oh wow, i didn't know that. that's really interesting. do you know who wrote it?",chit-chat
do you note the peculiar construction of the sentencethis account of you we have from all quarters received a frenchman or russian could not have written that,novel
i'm not sure what you're talking about. are you talking about something else?,chit-chat
it is the german who is so uncourteous to his verbs,novel
i'm not sure what you mean by that. are you talking about the german who is so uncourto his verbs?,chit-chat
it only remains therefore to discover what is wanted by this german who writes upon bohemian paper and prefers wearing a mask to showing his face,novel
i'm not sure what you mean by that. are you talking about the german who writes upon bohemian paper and prefers wearing a mask to showing his face?,chit-chat
and here he comes if i am not mistaken to resolve all our doubts as he spoke there was the sharp sound of horses hoofs and grating wheels against the curb followed by a sharp pull at the bell,novel
"wow, that's pretty scary. i'm glad you're okay. what did you do?",chit-chat
holmes whistled,novel
have you ever heard of holmes holmes? it's a detective's holmes that specializes in holmes.,chit-chat
a pair by the sound said he,novel
that's pretty cool. i've never heard of that before. what kind of pair was it?,chit-chat
yes he continued glancing out of the window,novel
that's what i was thinking. i'm glad he didn't get hurt.,chit-chat
a nice little brougham and a pair of beauties,novel
i love a nice little brougham and a pair of beauties. what do you do for a living?,chit-chat
a hundred and fifty guineas apiece,novel
"wow, that's a lot of money. what do you do in your spare time?",chit-chat
theres money in this case watson if there is nothing else i think that i had better go holmes not a bit doctor,novel
that's what i'm thinking too. i don't know what to do.,chit-chat
stay where you are,novel
that's what i'm trying to do. i just don't know what to do with myself.,chit-chat
i am lost without my boswell,novel
i'm sorry to hear that. i hope you're able to find your way back.,chit-chat
and this promises to be interesting,novel
it's going to be a lot of fun. i can't wait to see what they come up with.,chit-chat
it would be a pity to miss it but your client never mind him,novel
"that's true, but it's not like i'm going to miss it.",chit-chat
i may want your help and so may he,novel
thank you so much. i really appreciate it. i've been trying to help him for a long time.,chit-chat
here he comes,novel
"i hope he does, he's the best player in the world right now. i'm happy for him.",chit-chat
sit down in that armchair doctor and give us your best attention a slow and heavy step which had been heard upon the stairs and in the passage paused immediately outside the door,novel
"oh my god, i hate when that happens. i've had that happen to me before.",chit-chat
then there was a loud and authoritative tap,novel
that's what i'm talking about... a loud and authoritative tap!,chit-chat
come in said holmes,novel
"i'd love to, but i don't think i'll be able to.",chit-chat
a man entered who could hardly have been less than six feet six inches in height with the chest and limbs of a hercules,novel
"wow, that's impressive. i'm sure he's a lot of fun to watch.",chit-chat
his dress was rich with a richness which would in england be looked upon as akin to bad taste,novel
"i've never been to england, but i'm sure it's beautiful there.",chit-chat
heavy bands of astrakhan were slashed across the sleeves and fronts of his doublebreasted coat while the deep blue cloak which was thrown over his shoulders was lined with flamecoloured silk and secured at the neck with a brooch which consisted of a single flaming beryl,novel
"wow, that's interesting. i've never heard of astrakhan before. what's his name?",chit-chat
boots which extended halfway up his calves and which were trimmed at the tops with rich brown fur completed the impression of barbaric opulence which was suggested by his whole appearance,novel
that's interesting. i've never heard of barbaric opulence before.,chit-chat
he carried a broadbrimmed hat in his hand while he wore across the upper part of his face extending down past the cheekbones a black vizard mask which he had apparently adjusted that very moment for his hand was still raised to it as he entered,novel
"wow, that must have been a long time ago. how old were you when you did that?",chit-chat
from the lower part of the face he appeared to be a man of strong character with a thick hanging lip and a long straight chin suggestive of resolution pushed to the length of obstinacy,novel
that's pretty cool. i've never seen a man with such a long chin.,chit-chat
you had my note he asked with a deep harsh voice and a strongly marked german accent,novel
"wow, that's really interesting. what did you say to him? did he say anything to you?",chit-chat
i told you that i would call he looked from one to the other of us as if uncertain which to address,novel
that's a good way to look at it. what did you say to him about it?,chit-chat
pray take a seat said holmes,novel
"thank you so much, i appreciate it. i hope you have a great day! : )",chit-chat
this is my friend and colleague dr watson who is occasionally good enough to help me in my cases,novel
that's great. i'm glad you have a friend like that to help you.,chit-chat
whom have i the honour to address you may address me as the count von kramm a bohemian nobleman,novel
"i'm not sure what that means, but i hope you're a good person.",chit-chat
i understand that this gentleman your friend is a man of honour and discretion whom i may trust with a matter of the most extreme importance,novel
thank you for your kind words. it's nice to have someone like that in your life.,chit-chat
if not i should much prefer to communicate with you alone i rose to go but holmes caught me by the wrist and pushed me back into my chair,novel
oh no! i'm so sorry to hear that. i hope you're okay.,chit-chat
it is both or none said he,novel
i don't know. i'm not sure if it's true or not.,chit-chat
you may say before this gentleman anything which you may say to me the count shrugged his broad shoulders,novel
you may say before this gentleman anything which you may have said to me the count shrugged his broad shoulders,chit-chat
then i must begin said he by binding you both to absolute secrecy for two years at the end of that time the matter will be of no importance,novel
that's a good way to look at it. i think i'm going to do that.,chit-chat
at present it is not too much to say that it is of such weight it may have an influence upon european history i promise said holmes,novel
that's a good point. i'm not sure if it's true though.,chit-chat
and i you will excuse this mask continued our strange visitor,novel
i'm sorry to hear that. i hope he's ok. what did he look like?,chit-chat
the august person who employs me wishes his agent to be unknown to you and i may confess at once that the title by which i have just called myself is not exactly my own i was aware of it said holmes dryly,novel
i'm sorry to hear that. i hope it's not something you're worried about.,chit-chat
the circumstances are of great delicacy and every precaution has to be taken to quench what might grow to be an immense scandal and seriously compromise one of the reigning families of europe,novel
"i don't know about you, but i'm not a fan of the eu.",chit-chat
to speak plainly the matter implicates the great house of ormstein hereditary kings of bohemia i was also aware of that murmured holmes settling himself down in his armchair and closing his eyes,novel
that's interesting. i'm not familiar with ormstein. what's it about?,chit-chat
our visitor glanced with some apparent surprise at the languid lounging figure of the man who had been no doubt depicted to him as the most incisive reasoner and most energetic agent in europe,novel
"wow, that's really interesting. what did you do to make him think that way?",chit-chat
holmes slowly reopened his eyes and looked impatiently at his gigantic client,novel
"hey holmes, what are you up to today? i just got back from a long day at work.",chit-chat
if your majesty would condescend to state your case he remarked i should be better able to advise you the man sprang from his chair and paced up and down the room in uncontrollable agitation,novel
i'm not sure what you mean by that. are you trying to tell me something i don't know?,chit-chat
then with a gesture of desperation he tore the mask from his face and hurled it upon the ground,novel
that's pretty cool. i'm glad he didn't get hurt too bad.,chit-chat
you are right he cried i am the king,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
why should i attempt to conceal it why indeed murmured holmes,novel
i'm not sure what you mean by that. are you trying to hide something from me?,chit-chat
your majesty had not spoken before i was aware that i was addressing wilhelm gottsreich sigismond von ormstein grand duke of casselfelstein and hereditary king of bohemia but you can understand said our strange visitor sitting down once more and passing his hand over his high white forehead you can understand that i am not accustomed to doing such business in my own person,novel
i'm so sorry to hear that. i hope you're doing well in life.,chit-chat
yet the matter was so delicate that i could not confide it to an agent without putting myself in his power,novel
i'm sorry to hear that. i hope you're able to work it out.,chit-chat
i have come _incognito_ from prague for the purpose of consulting you then pray consult said holmes shutting his eyes once more,novel
that's interesting. i've never heard of that before. what is it about?,chit-chat
the facts are briefly these some five years ago during a lengthy visit to warsaw i made the acquaintance of the wellknown adventuress irene adler,novel
that's really cool. i've never been to warsaw. what did you do there?,chit-chat
the name is no doubt familiar to you kindly look her up in my index doctor murmured holmes without opening his eyes,novel
i'm not familiar with her. what is her name? i've never heard of her.,chit-chat
for many years he had adopted a system of docketing all paragraphs concerning men and things so that it was difficult to name a subject or a person on which he could not at once furnish information,novel
that's interesting. i've never heard of him before. what was his name?,chit-chat
in this case i found her biography sandwiched in between that of a hebrew rabbi and that of a staffcommander who had written a monograph upon the deepsea fishes,novel
"wow, that's interesting. i've never heard of a staffcommander writing a monograph before.",chit-chat
let me see said holmes,novel
i'm not sure what you're talking about. are you talking about something else?,chit-chat
hum,novel
"i'm a bit of a loner, so i don't have a lot of time to go out. do you have any hobbies?",chit-chat
born in new jersey in the year 1858,novel
"i've never been to new jersey, but i know it's the most populous city in the u. s.",chit-chat
contraltohum,novel
have you ever heard of contraltohum? it's a song by the beatles.,chit-chat
la scala hum,novel
do you like the scala? it's a latin name for the spanish scala.,chit-chat
prima donna imperial opera of warsawyes,novel
prima donna imperial opera of warsawyes is one of my favorite bands. have you heard of them?,chit-chat
retired from operatic stageha,novel
that's cool. i've never heard of that. what do you do for fun?,chit-chat
living in londonquite so,novel
"i've never been to londonquite, but i hear it's pretty nice.",chit-chat
your majesty as i understand became entangled with this young person wrote her some compromising letters and is now desirous of getting those letters back precisely so,novel
that's what i'm thinking too. i don't know what to do.,chit-chat
but how was there a secret marriage none no legal papers or certificates none then i fail to follow your majesty,novel
"i don't know, i'm not sure. i've never heard of a secret marriage before.",chit-chat
if this young person should produce her letters for blackmailing or other purposes how is she to prove their authenticity there is the writing pooh pooh,novel
that's a good point. i'm not sure how she's going to prove it.,chit-chat
forgery my private notepaper stolen my own seal imitated my photograph bought we were both in the photograph oh dear,novel
oh no! i'm so sorry to hear that. what did you do about it?,chit-chat
that is very bad,novel
"yeah, i'm not sure what to do. i don't know what i'll do.",chit-chat
your majesty has indeed committed an indiscretion i was madinsane you have compromised yourself seriously i was only crown prince then,novel
i'm so sorry to hear that. i hope you're able to find peace.,chit-chat
i was young,novel
how old were you when you were young? did you have a good relationship with your parents?,chit-chat
i am but thirty now it must be recovered we have tried and failed your majesty must pay,novel
i'm sorry to hear that. i hope you're able to get back on your feet soon.,chit-chat
it must be bought she will not sell stolen then five attempts have been made,novel
that's what i'm thinking too. i don't know what to do.,chit-chat
twice burglars in my pay ransacked her house,novel
"wow, that's a lot of burglars. did you confront her about it?",chit-chat
once we diverted her luggage when she travelled,novel
that's really nice of you. how long did it take for you to get there?,chit-chat
twice she has been waylaid,novel
what is waylaid? i'm not familiar with that term. what does it mean?,chit-chat
there has been no result no sign of it absolutely none holmes laughed,novel
i'm so sorry to hear that. i hope you're doing well in the future.,chit-chat
it is quite a pretty little problem said he,novel
that's good to hear. it's always good to have someone to talk to.,chit-chat
but a very serious one to me returned the king reproachfully,novel
that's great! i'm glad you were able to return the king's reproachfully.,chit-chat
very indeed,novel
i'm glad you like it. it's always nice to get to know someone.,chit-chat
and what does she propose to do with the photograph to ruin me but how i am about to be married so i have heard to clotilde lothman von saxemeningen second daughter of the king of scandinavia,novel
"wow, that's interesting. i've never heard of her. is she famous?",chit-chat
you may know the strict principles of her family,novel
i don't think so. i think she's just trying to make it up to me.,chit-chat
she is herself the very soul of delicacy,novel
she really is. she's a great person. i'm so proud of her.,chit-chat
a shadow of a doubt as to my conduct would bring the matter to an end and irene adler threatens to send them the photograph,novel
i'm sorry to hear that. what did you do to bring the matter to an end?,chit-chat
and she will do it,novel
that's what i'm thinking. i don't know what to do with myself.,chit-chat
i know that she will do it,novel
i hope so. it's been a long time since i've done anything like that.,chit-chat
you do not know her but she has a soul of steel,novel
i don't know her but i know she has a soul of steel. what is it?,chit-chat
she has the face of the most beautiful of women and the mind of the most resolute of men,novel
that's so true. she's the best looking woman i've ever seen.,chit-chat
rather than i should marry another woman there are no lengths to which she would not gonone you are sure that she has not sent it yet i am sure and why because she has said that she would send it on the day when the betrothal was publicly proclaimed,novel
i'm sure she hasn't sent it yet because she has said that she would send it on the day when the betrothal was publicly proclaimed.,chit-chat
that will be next monday oh then we have three days yet said holmes with a yawn,novel
oh no! i hope you have a good rest of your day. what are you going to do?,chit-chat
that is very fortunate as i have one or two matters of importance to look into just at present,novel
that's good to hear. i'm glad you have something to look forward to.,chit-chat
your majesty will of course stay in london for the present certainly,novel
"i'm sure he will. i've never been to london, but i'd love to go.",chit-chat
you will find me at the langham under the name of the count von kramm then i shall drop you a line to let you know how we progress pray do so,novel
"thank you so much, i appreciate it. i'm sure i'll find you soon.",chit-chat
i shall be all anxiety then as to money you have _carte blanche_ absolutely i tell you that i would give one of the provinces of my kingdom to have that photograph and for present expenses the king took a heavy chamois leather bag from under his cloak and laid it on the table,novel
that's a great idea! i'm going to have to do that. i can't wait!,chit-chat
there are three hundred pounds in gold and seven hundred in notes he said,novel
"wow, that's a lot of money. do you have a source for that information?",chit-chat
holmes scribbled a receipt upon a sheet of his notebook and handed it to him,novel
that's really cool. i've never heard of holmes before. what's his name?,chit-chat
and mademoiselles address he asked,novel
i've never heard of that. what was the address? i'm not familiar with mademoiselles.,chit-chat
is briony lodge serpentine avenue st johns wood holmes took a note of it,novel
i've never heard of briony lodge serpentine avenue st john's wood holmes.,chit-chat
one other question said he,novel
what do you mean by that? i'm not sure what you're talking about.,chit-chat
was the photograph a cabinet it was then goodnight your majesty and i trust that we shall soon have some good news for you,novel
"yes, it was a cabinet. thank you so much for your kind words. i appreciate it.",chit-chat
and goodnight watson he added as the wheels of the royal brougham rolled down the street,novel
i've never been to the royal brougham. what's it like there?,chit-chat
if you will be good enough to call tomorrow afternoon at three oclock i should like to chat this little matter over with you ii,novel
i'm sure i'll be fine. what's going on with you today?,chit-chat
at three oclock precisely i was at baker street but holmes had not yet returned,novel
"wow, that must have been scary. did you find out who he was? did you see him again?",chit-chat
the landlady informed me that he had left the house shortly after eight oclock in the morning,novel
"wow, that's a long time to be in the house. did you call the police?",chit-chat
i sat down beside the fire however with the intention of awaiting him however long he might be,novel
that's nice of you. i'm sure he's glad you were there for him.,chit-chat
i was already deeply interested in his inquiry for though it was surrounded by none of the grim and strange features which were associated with the two crimes which i have already recorded still the nature of the case and the exalted station of his client gave it a character of its own,novel
that's interesting. i'm not familiar with the exalted station. what's it about?,chit-chat
indeed apart from the nature of the investigation which my friend had on hand there was something in his masterly grasp of a situation and his keen incisive reasoning which made it a pleasure to me to study his system of work and to follow the quick subtle methods by which he disentangled the most inextricable mysteries,novel
that's a good way to look at it. i'm glad you have a good friend.,chit-chat
so accustomed was i to his invariable success that the very possibility of his failing had ceased to enter into my head,novel
i'm sorry to hear that. i hope you're able to work through it.,chit-chat
it was close upon four before the door opened and a drunkenlooking groom illkempt and sidewhiskered with an inflamed face and disreputable clothes walked into the room,novel
"wow, that must have been scary. did you find out who it was or what happened?",chit-chat
accustomed as i was to my friends amazing powers in the use of disguises i had to look three times before i was certain that it was indeed he,novel
"wow, that must have been scary. did you find out who it was at some point?",chit-chat
with a nod he vanished into the bedroom whence he emerged in five minutes tweedsuited and respectable as of old,novel
"wow, that's impressive. i'm glad he was able to get out of there.",chit-chat
putting his hands into his pockets he stretched out his legs in front of the fire and laughed heartily for some minutes,novel
that's so funny! i'm glad you were able to laugh it off. what did you do?,chit-chat
well really he cried and then he choked and laughed again until he was obliged to lie back limp and helpless in the chair,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
what is it its quite too funny,novel
i don't know. i'm not sure if it's funny or not.,chit-chat
i am sure you could never guess how i employed my morning or what i ended by doing i cant imagine,novel
what did you end up doing? i'm sure it's a lot of fun.,chit-chat
i suppose that you have been watching the habits and perhaps the house of miss irene adler quite so but the sequel was rather unusual,novel
"i haven't seen the habits, but i've heard good things about it. i'll have to check it out.",chit-chat
i will tell you however,novel
what are you going to tell me? i'm not sure what you mean by that.,chit-chat
i left the house a little after eight oclock this morning in the character of a groom out of work,novel
oh no! i hope you didn't have to go to work or anything like that.,chit-chat
there is a wonderful sympathy and freemasonry among horsey men,novel
"i have never heard of freemasonry, but i will look it up. what is it about?",chit-chat
be one of them and you will know all that there is to know,novel
that's what i'm trying to do. i just don't know what to do with myself.,chit-chat
i soon found briony lodge,novel
i have never heard of briony lodge. what is it? is it like a church?,chit-chat
it is a _bijou_ villa with a garden at the back but built out in front right up to the road two stories,novel
that's pretty neat. i've always wanted to build a garden in my home.,chit-chat
chubb lock to the door,novel
have you ever been to a chubby lock? it's a key to the door.,chit-chat
