text,category
for the bank of fog suddenly was split as though with a sword and the brilliant moon poured down and the riven mist floated away to let the land be blessed with brilliance and the tossing sea dance in the silvery moonbeams,novel
"wow, that sounds like a lot of fun. did you have a good time with it?",chit-chat
approaching the shore came a sinister vessel craft of ill omen,novel
"hey there, how are you? i just got back from the beach, i'm so excited!",chit-chat
she sailed slowly under a spare spread of canvas as though fearing to reach her destination too soon and her lights were not burning,novel
"wow, that's impressive. i'm glad you were able to get to her.",chit-chat
the hiss of the waters from her bows was a lazy sort of hiss but the more suggestive because of that,novel
i don't think i've ever heard of that before. what does it mean?,chit-chat
it was the playful hiss of a serpent always ready to become enraged,novel
that's so funny! i've never seen a snake do that before. what did you do?,chit-chat
her appearance betokened stealth and crime,novel
i'm not sure what you mean by betostealth. are you referring to her appearance?,chit-chat
she was low rakish swift,novel
i've never heard of her. what's her name? is she a singer?,chit-chat
no proper seaman commanded her since her decks were foul and her sides badly in need of protecting paint,novel
i'm not sure what you mean by proper seaman. are you referring to someone who doesn't like her?,chit-chat
but her sailing gear was in perfect condition and the man at her helm could have told that she answered to her rudder like a lovesick maiden to her swain,novel
i'm not sure what you mean. did you mean to say that the man at the helm could have told her that she answered to her rudder like a lovesick maiden to her swain?,chit-chat
amidships stood her commander one barbados a monstrous giant of a man with repugnant visage,novel
"wow, that's pretty cool. i've never heard of amidships before.",chit-chat
gigantic brass rings were in his mutilated ears,novel
i've never heard of mutilated ears. do you have any experience with them?,chit-chat
his eyes were pigliketiny glittering wholly evil,novel
i'm not sure what you mean by that. are you referring to the way he looks?,chit-chat
his great gnarled hands continually were forming themselves into brutish fists,novel
that's interesting. i'm not familiar with gnarled hands. what do they look like?,chit-chat
he wore no shirt no shoes,novel
i hate it when people wear no - shirt no shoes. it's so gross to me.,chit-chat
his chest and back were covered with thick black matted hair,novel
that's interesting. did you find out who did it or did you just find out?,chit-chat
by the saints he swore in a voice that drowned the slush of the waters against the vessels sides,novel
that's interesting. i've never heard of that before. what's it about?,chit-chat
sanchez,novel
do you like football? it is one of the world's most popular sports in the world.,chit-chat
fools and devils,novel
have you ever heard of fools and devils? it's a comedy series on comedy central.,chit-chat
is it necessary to shout to the world our villainy,novel
"i don't think it's necessary, but i'm not sure what you mean by that.",chit-chat
look at that flag flapping against the mast,novel
that's what i was thinking. i'm glad i wasn't the only one that noticed.,chit-chat
three hours after set of sun and the flag of the devil still flies,novel
i love set of sun and the flag of the devil. it's my favorite book.,chit-chat
discipline,novel
have you ever been to the gym? it's a discipline that deals with discipline and discipline.,chit-chat
ha the flag sanchez bellowed,novel
i didn't see it until after i got home from work. i was so shocked!,chit-chat
there was no definite order given but the man nearest the mast was quick to lower the flag,novel
that's pretty cool. i'm glad you didn't have to do that.,chit-chat
sanchez looked back toward barbados and barbados grunted and turned away to look toward the distant land,novel
that's pretty cool. i wonder if he's going to go back to barbados?,chit-chat
sanchez was a smaller edition of barbados the evil lieutenant of an evil chief,novel
that's interesting. i've never heard of barbados. what's it like?,chit-chat
he was short and thick and many a man had misjudged the strength of his shoulders and arms and had discovered his sorry error too late,novel
i'm sorry to hear that. i hope he was able to recover from that mistake.,chit-chat
the eyes of sanchez glittered also first as he looked at barbados and then turned as the chief had to glance toward the distant land,novel
"that's interesting, i didn't know that. do you know who sanchez is?",chit-chat
a fair land it was bathed in the mellow light of the moon,novel
a fair land it was bathed in the mellow light of the moon! that's amazing!,chit-chat
along the shore uncertain shadows played like shapeless fairies at a game,novel
i've never heard of that song before. i'll have to check it out.,chit-chat
and here was a darker streak where a cañon ran down to the seaa cañon with black depths caused by the rank undergrowth and stubby trees,novel
"wow, that's interesting. i've never heard of a cañon running down to the seaa caña with black depths caused by the rank undergrowth and stubby trees.",chit-chat
there barbados bellowed,novel
have you ever been to barbados? it's a great place to visit. it is the most sparsely populated island in the world.,chit-chat
he pointed toward the mouth of the cañon where the water hissed white against a jumble of rocks,novel
that's pretty interesting. did you find out who he was or what he was up to?,chit-chat
we go ashore there against the cliffs again there was no regular command but the course of the pirate craft was changed a little and she sailed slowly toward the spot barbados had indicated,novel
i'm so sorry to hear that. i hope you're able to get back on your feet soon.,chit-chat
the chief grunted once more and sanchez hurried quickly to his side,novel
that's pretty cool. did you get to see the chief's face when you saw him?,chit-chat
we land twoscore men barbados commanded,novel
have you ever been to barbados? it's one of the most populous islands in the world.,chit-chat
twoscore will be enough,novel
that's what i'm worried about. i don't know what to expect.,chit-chat
i lead them and you are to go with me,novel
that's great! what do you do for a living? do you have any hobbies?,chit-chat
the others will remain aboard and take the ship off shore again and return tomorrow night two hours before the dawn _sí_ sanchez said,novel
that sounds like a lot of fun. do you have any plans for the next few days?,chit-chat
tis to be a pretty party by the saints,novel
are you a fan of the saints? i've been a fan for a long time.,chit-chat
rich loot food and wines honey and olives gold and jewels and precious stones,novel
i've never heard of rich looting food and wines honey and olives gold and jewels and precious stones,chit-chat
bronze native wenches for such as like them,novel
i've never heard of them. i'll have to look into them. do you know much about them?,chit-chat
and time enough for it eh,novel
"yeah, it's been a long time since i've done anything like that. i don't think i'll ever be able to do it again.",chit-chat
ha,novel
"ha ha ha, ha ha... ha ha!!! haha! ha!",chit-chat
for some four months we have sailed up and down the coast now and then landing and raiding to get a few pigs and cows,novel
that sounds like a lot of fun. do you have any other hobbies besides sailing?,chit-chat
tis time for a bold stroke,novel
i hope so. it's been a long time since i've been in a relationship.,chit-chat
and this it is arranged sanchez questioned,novel
i'm sorry to hear that. i hope you're able to find a solution.,chit-chat
am i in the habit of rushing in where things are not arranged barbados demanded,novel
i'm sorry to hear that. i hope you're able to get to barbados soon.,chit-chat
señor pirate do you take me to be a weak and silly fool if i did sanchez replied i would have more wit than to say so to your face ha,novel
i've never heard of señor pirate before. i'll have to look him up.,chit-chat
is it arranged,novel
"no, it's just me and my dog. i'm not sure what to do about it.",chit-chat
when the governors own man arranges it,novel
what do you mean when the man arranges it? i'm not sure what you mean by that.,chit-chat
there is a precious pair the governor and his man said barbados laughing raucously,novel
"i've never been to barbados, but i'd love to go there one day.",chit-chat
pirates and rogues we may be but we can take lessons in villainy from some of the gentry who bear the names of _caballeros_ but have foul blood in their veins the thing has an evil look sanchez was bold enough to assert,novel
i'm not familiar with villainy. what is it about the gentry that makes them evil?,chit-chat
i like not a task too easy,novel
i'm sorry to hear that. what kind of task are you trying to get done?,chit-chat
by my naked blade that which looks easy often is not,novel
i'm sorry to hear that. what do you do for a living? do you have any hobbies?,chit-chat
if this should prove to be a trap barbados gave a cry of rage and whirled toward him suddenly and sanchez retreated a single step and his hand dropped to the naked cutlass in his belt of tanned human skin,novel
"wow, that's intense. i'm not sure i'd want to be in that situation.",chit-chat
try to draw it fool barbados cried,novel
i don't know how to draw it. i'm not very good at it.,chit-chat
ill have you choked black in the face and hurled overboard for shark meat before your hand reaches the blade i made no move to draw sanchez wailed,novel
"wow, that's intense. i'm not sure i could do that. i don't think i could handle that.",chit-chat
there are times when i wonder why i allow you to remain at my side barbados told him folding his gigantic arms across his hairy chest,novel
"haha, that's funny. i've never heard of barbados. what does he look like?",chit-chat
and there are times when i wonder whether your heart is not turning to that of a woman and your blood to water or swill,novel
that's a good way to look at it. it's hard to tell sometimes.,chit-chat
a trap you fool,novel
i don't know what i'm going to do with all this money...,chit-chat
am i the man to walk into traps,novel
i think you are the man to walk into traps. are you a man or a woman?,chit-chat
kindly allow me to attend to the finer details of this business,novel
that's nice of you. i'm sure you'll be fine. what kind of business is it?,chit-chat
and a pretty business it is the village of reina de los angeles is miles in the interior sanchez wailed,novel
i have never heard of reina de los angeles. is it a city in the united states?,chit-chat
i do not like to get out of sight of the sea,novel
why do you not like to get out of sight of the sea? are you scared of it?,chit-chat
with the pitching planks of a deck beneath my bare feet beware lest you have beneath your feet the plank that is walked until a man reaches its end and drops to watery death barbados warned him,novel
"wow, that's interesting. i've never heard of barbados before. what's his name?",chit-chat
enough of this,novel
"sorry, i'm new to this subreddit. i thought i'd share.",chit-chat
pick the men who are to land and get ready the boats an hour later the anchor had been dropped and the pirate craft had swung with the tide and was tugging at her chains like a puppy at a leash,novel
that sounds like a lot of fun. what kind of things did you do to get ready?,chit-chat
over the sides went the boats barbados growling soft curses at the noise his men made,novel
that's pretty cool. i've never heard of barbados. what kind of men did they make?,chit-chat
we have nothing to fear fools and devils he said,novel
that's a good attitude to have. i'm glad you have something to fear.,chit-chat
but there will be no surprise if some converted native sees us and carries to reina de los angeles word of our arrival,novel
that's a good point. i've never been to reina de los angeles.,chit-chat
there is many a _hacienda_ in these parts where pirates are detested,novel
"that's true. i'm not a fan of pirating, but i can understand why people do it.",chit-chat
silence rogues,novel
have you ever heard of silence rogues? they are a group of rogues that use their silence to cast spells.,chit-chat
youll have your fill of noise tomorrow night without knowing it barbados practiced a deal of psychology,novel
"i'm not sure what that means, but i hope it's a good night.",chit-chat
these wild men of the sea had before them a journey of some miles inland and they knew it and hated it but the pirate chief continually hinted to them of the rich loot at the end of the present trip and his hints served their purpose well,novel
that sounds like a very interesting story. did you ever find out who the pirate chief was?,chit-chat
toward the shore they rowed tossing on the breakers making for the dark spot where the cañon ran down into the sea,novel
the cañon ran down into the sea? that's so scary! did you get hurt?,chit-chat
there a cliff some twelve feet high circled back into the land forming a natural shelter against the land breeze at times and the sea winds at other times,novel
"wow, that's amazing! i've never been on a cliff, but i'd love to go one day.",chit-chat
through the surf they splashed half naked carrying naught except their weapons and no weapons save their cutlasses,novel
that sounds like a lot of fun. do you have any hobbies that you like to do?,chit-chat
they gathered on the beach and watched the boats return to the ship shrieking coarse jests at the men compelled to remain behind,novel
that sounds like a lot of fun. how long did it take for them to get back?,chit-chat
barbados took from his belt a tiny scrap of parchment and looked at it closely,novel
that's pretty cool. i've never been to barbados. are you from there?,chit-chat
with him this passed for a map,novel
that's great! what kind of maps did you use? i've never used a map before.,chit-chat
he called sanchez to his side turned his back to the sea and looked along the dark reaches of the cañon,novel
that's pretty cool. i've never seen a cañon before. what's it like?,chit-chat
forward barbados said,novel
have you ever been to forward barbados? it's a sovereign island country in the caribbean.,chit-chat
and let there be little noise about it,novel
"that's true, but i don't think i'm going to let it get to me.",chit-chat
if we stumble across one of the accursed natives slit his throat and so silence it and if we meet a wandering _fray_ of the missions slit him into ribbons sanchez added chuckling,novel
"that's a funny way to put it, but i don't think it's right.",chit-chat
to his wonder barbados grasped his arm so that sanchez thought the bone must break,novel
that's so sad. i'm glad he's ok. what happened to him?,chit-chat
enough of that barbados cried,novel
"i don't know about you, but i've never been to barbados. what's it like?",chit-chat
touch no _fray_ in violence except i give the word you love the robes and gowns sanchez asked in wonder,novel
i love the word you love the robes and gowns sanchez asked in wonder. what is the word?,chit-chat
i love to protect myself barbados replied,novel
"have you ever been to barbados? i've never been, but i'd love to go.",chit-chat
it is an ill thing to assault a _fray_ if it can be avoided he stopped speaking for a moment and seemed to shiver throughout the length and breadth of his gigantic frame,novel
that's a good way to look at it. i don't think i could do that.,chit-chat
i had a friend once who struck a _fray_ he added in a whisper,novel
"wow, that's pretty crazy. did he get in trouble for it or was he able to get away with it?",chit-chat
i do not like to remember what happened to him,novel
"i'm sorry to hear that. what happened to him, if you don't mind me asking?",chit-chat
forward inland they tramped mile after mile keeping to the cañons following an _arroyo_ now and then dodging from dark spot to dark spot while barbados growled curses at the bright moon and sanchez continually admonished the men behind to keep silent,novel
that sounds like a lot of fun. do you have any other hobbies you like to do?,chit-chat
it was a journey they disliked but they liked to think of the loot they would find at the end of it,novel
that's a good way to think about it. what did you think of the loot?,chit-chat
on they went toward the sleeping town of reina de los angeles,novel
i've never been to reina de los angeles. what's it like there?,chit-chat
besides barbados and sanchez few of them had seen the town,novel
"i've never been to barbados, but i'd love to go there one day.",chit-chat
pirates had been treated harshly there when they had wandered inland,novel
i'm not sure what you're talking about. are you talking about the united states?,chit-chat
but now something had happened it appeared that made a raid on the town a comparatively safe enterprise,novel
oh no! that's terrible! i'm so sorry that happened to you. i hope you're okay.,chit-chat
an hour before dawn they stumbled across a native caught him as he started to flee and left his lifeless body behind,novel
"wow, that's crazy. did you find out who it was? did you report it to the police?",chit-chat
then came the day and they went into hiding in a jumble of hills within easy striking distance of the town,novel
that must have been scary. i hope you were able to get out of the house quickly.,chit-chat
they had covered ground well,novel
that's good to hear. it's always good to be prepared for things like that.,chit-chat
sprawled on the sward they slept,novel
i'm not sure what you mean by that. are you referring to the fact that they slept on the sward?,chit-chat
barbados a little way aside consulted his poor map once more and then called sanchez to his side,novel
"i don't know much about barbados, but i know it's a country in the caribbean.",chit-chat
since we may have to split our force it were well that you knew more of this business he said,novel
that's a good point. i didn't think about it that way. i'll have to think about that.,chit-chat
i am listening barbados this man who is to meet us tomorrow night at the edge of the town is a high official i have heard you call him the governors man even so,novel
"i've never heard of barbados, but i'm sure it's a fun place to visit.",chit-chat
he is to have matters arranged so that the town will be at our mercy,novel
that's a good way to look at it. i hope it works out for you.,chit-chat
it never has been raided properly,novel
i'm so sorry to hear that. i hope you have a safe place to stay.,chit-chat
it will be necessary perhaps to steal horses and possibly a _carreta_ or two in which to carry the loot,novel
that's a good idea. i think i'm going to have to do that.,chit-chat
the town will be wide open for us my friend there is a _presidio_ in reina de los angeles and where there is a _presidio_ there are soldiers sanchez reminded him,novel
that's cool. i've never been to reina de los angeles. what is it like there?,chit-chat
and where there are soldiers there are fools barbados added,novel
"i've never been to barbados, but i'd love to go there one day.",chit-chat
he stopped speaking long enough to chuckle,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
i am not afraid of the soldiers,novel
"that's good to hear. what do you do for a living, if you don't mind me asking?",chit-chat
this man with whom we are to deal will care for the troops i fail to understand it sanchez said shaking his head,novel
i'm sorry to hear that. i hope you're able to help him out.,chit-chat
why should such things be,novel
i don't know. i'm not sure. i guess i'll have to find out.,chit-chat
do we split the loot with this high official dream of innocence listen barbados hissed,novel
that's a good question. i'm not sure what you're talking about.,chit-chat
listen and comprehend else i choke you to death,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
an emissary came to me in the south from this high official and through him arrangements were made,novel
that's really nice of them to do that for you. how long did it take?,chit-chat
things have happened since last we were in the vicinity of reina de los angeles,novel
i'm sorry to hear that. i hope things get better for you and your family.,chit-chat
the governor i know left san francisco de asis and journeyed south with his gallant company,novel
that's really cool. i've never heard of a gallant company before. what kind of company is it?,chit-chat
and while he was at reina de los angeles something happened that caused him to hate the town,novel
"i'm not familiar with reina de los angeles, but i know it's a pretty big city.",chit-chat
there even was talk for a time of him being forced to abdicate his high station ha,novel
oh really? i didn't even know that was a thing. what was it about?,chit-chat
more mystery sanchez growled,novel
"i've always wanted to be a mystery sanchez, but i'm not sure what i want to do yet.",chit-chat
it seems that in the southland there was a pest of a highwayman known as señor zorro and whom men called the curse of capistrano,novel
that's interesting. i've never heard of señor zorro before.,chit-chat
a land pirate spit upon him,novel
i've never heard of a land pirate spit upon a person. is that a common thing?,chit-chat
how can a man be a pirate on the land,novel
how can a man be a pirate on the land? i've never heard of a man being a pirate.,chit-chat
however this señor zorro did several things worthy of note,novel
i'm not familiar with zorro. what did he do that was worthy of note?,chit-chat
from what i have heard i would we had a dozen of him in the ships company,novel
"wow, that's a lot of people. i hope he's doing well for himself.",chit-chat
we could raid the whole of mexico capture the spanish fleets and attack europe this señor zorro must be quite some man sanchez observed,novel
i'm not familiar with zorro. what does he do for a living? i've never heard of him.,chit-chat
i have heard but little but enough to convince me that i would have him for a friend rather than an enemy,novel
that's a good way to look at it. i don't think i could do that.,chit-chat
he is a sort of devil,novel
that's what i'm thinking. i don't know what to do about it.,chit-chat
now he is here and now he is gone,novel
i'm so sorry to hear that. i hope he's doing well for himself.,chit-chat
like a ghost he comes and like a specter he disappears,novel
like a ghost he comes and like a specter he disappear. that's a good one.,chit-chat
ha,novel
"ha ha ha, ha ha... ha ha!!! haha! ha!",chit-chat
you a pirate cross yourself i am afraid of no live man who lives save perhaps yourself sanchez observed,novel
i don't think i'm a pirate. i've never pirated anything.,chit-chat
but i like not this talk of ghosts here is the jest fool and friend,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
it develops after a time that this terrible señor zorro is nothing but a _caballero_ out to have a bit of fun and protect the weak,novel
that's a good way to look at it. i'm sure you're right.,chit-chat
there is a waste of time for youprotecting the weak,novel
"that's true, but i'm still trying to figure out what to do about it.",chit-chat
and other sundry _caballeros_ joined hands with him and punished minor officials who sought to steal and deal crookedly,novel
"i don't know who scaballeros_ is, but i do know that he is a criminal.",chit-chat
that is right and proper,novel
thank you! i'm so proud of him. he's such a great person.,chit-chat
if a thief be a thief,novel
i'm not sure what you mean by that. are you referring to someone who is a thief?,chit-chat
if a pirate be a pirate,novel
"i would love to be a pirate, but i'm not sure i could do it.",chit-chat
but do not play at being an honest man and try to be thief and pirate at the same time ha sanchez grunted meaning that he wished the sermon to end and the tale to continue,novel
i don't think i've ever heard that before. i'll have to look it up.,chit-chat
this señor zorro whose real name i have forgotten if ever i knew it carved his initial with his sword into the cheeks and foreheads of many men,novel
that's interesting. i've never heard of a señor zorro before.,chit-chat
they call it the mark of zorro,novel
"i've never heard of zorro, but i'll look it up. what's it about?",chit-chat
and when his identity was disclosed his friends stood by him and told the governor that it were best if he return to san francisco de asis and grace reina de los angeles with his continual absence and did he he did barbados replied with hatred in his heart for this same reina de los angeles,novel
i'm not familiar with reina de los angeles. what's it like there?,chit-chat
he did not abdicate of course,novel
that's what i was thinking. i'm glad he didn't do it.,chit-chat
and he craves revenge ha,novel
"i'm sure he does, but i don't think he's going to do it again.",chit-chat
here is where we enter it is barbados replied,novel
"i've never been to barbados, but i'd love to go there one day.",chit-chat
we raid the town and take what we will and the governor hears of it sends soldiers running wildly up and down the coast and winks at himself in his lookingglass,novel
that sounds like a lot of fun. what did you guys do to get out of it?,chit-chat
for the information and protection we get we hand to the governors man at a certain time and place a certain share of the loot,novel
that sounds like a lot of fun. what type of loots do you usually place in your loots?,chit-chat
which we well can afford since we are to get it so easily if we forget to hand it sanchez began,novel
that's a good point. it's always nice to be able to afford something.,chit-chat
friend and fool,novel
have you ever watched friends and fool? it's one of my favorite shows. have you seen it?,chit-chat
by the saints,novel
are you a fan of the saints? they are one of the best teams in the nfl.,chit-chat
are you an honest pirate or no,novel
i'm not a pirate. i've never pirated anything. what about you?,chit-chat
we shall deal fairly,novel
what do you mean fairly? i'm not sure what you mean by that...,chit-chat
think of the future,novel
i think of the future all the time. what do you think the future will look like?,chit-chat
it is not only reina de los angeles,novel
i have never heard of reina de los angeles. is it a city in the united states?,chit-chat
there is san juan capistrano and rich san diego de alcála to come after,novel
i've never been to san diego de alcála. i'll have to check it out.,chit-chat
by that time we have this pretty governor and certain of his officials in our mesh and do as we will,novel
that's a good way to look at it. do you think he's going to win?,chit-chat
ha,novel
"ha ha ha, ha ha... ha ha!!! haha! ha!",chit-chat
what knaves,novel
"i love knaves, they're my favorite food. i've been eating them since i was a kid. do you like knawans?",chit-chat
i would rather be an honest pirate than a politician any day the day passed and the dusk came,novel
i would rather be an honest pirate than a politician any day the day passed and the dusk came.,chit-chat
and once yet again barbados indulged in curses,novel
"i've never been there, but i'm sure it's a nice place to visit.",chit-chat
for it was a beautiful moonlight night half as light as the day that had just died and a man could be seen afar,novel
"i'm so sorry to hear that. i hope you're feeling better now, though.",chit-chat
but barbados led his wretched company on toward the town and after a time they came to the crest of a slope and saw lights twinkling in the distance,novel
that's really interesting. i've never heard of barbados before. what's it like?,chit-chat
stretched on the ground so as not to form a silhouette against the sky barbados looked over the scene,novel
i'm sorry to hear that. i hope you're doing well. what did barbados look like?,chit-chat
he could see the plaza fires burning before the huts of the natives twinkling lights in the windows of the pretentious houses where lived the men of wealth and blood and rank,novel
"wow, that's interesting. i've never heard of a man of wealth and blood and rank before.",chit-chat
to one side was the _presidio_ and to the other the church,novel
that's interesting. do you believe in the presidiotor or the other way around?,chit-chat
barbados grunted an order to sanchez and crept forward alone,novel
"i've never been to barbados, but i'd like to go one day. have you ever been?",chit-chat
he approached the end of the village reached a spot where the shadows were deep and crouched to wait,novel
that's pretty cool. what did you do to get to where you were at the end of the village?,chit-chat
for half an hour he waited grumbling his impatience,novel
"wow, that's a long time. what did he do to get it over with?",chit-chat
then there came to him a figure muffled in a long cloak,novel
that's so funny! i've never seen a figure like that before. what did you see?,chit-chat
barbados hissed a word that had been agreed upon,novel
have you ever been to barbados? it's a country in the caribbean region of the united states.,chit-chat
the figure stepped quickly to his side,novel
i can't wait to see what he does next. i hope he doesn't get hurt.,chit-chat
you are ready ready _señor_ barbados replied,novel
i can't wait! i've been to barbados a few times. it's a great place to visit.,chit-chat
where are your men in hiding three hundred yards away _señor_ it were best to strike in about an hour,novel
i don't know where they are. i'm not sure what they are hiding.,chit-chat
the soldiers will be sent toward the south on a wild goose chase i understand _señor_ i ride back toward the hills to a _hacienda_ to pay a social call,novel
that sounds like a lot of fun. i'm sure you'll have a great time.,chit-chat
it would not do for me to be here of course certainly not _señor_ the way will be open to you,novel
"i don't know, i think i'm just going to have to deal with it.",chit-chat
take your will with the town but do not use the torch except it be on the hut of some native,novel
