text,category
that's a good point. i'm not sure how i feel about it though.,chit-chat
now dont interrupt he would beg of her,novel
i don't think so. i think she's just trying to make me feel better about myself.,chit-chat
i have one pound seventeen here and two and six at the office i can cut off my coffee at the office say ten shillings making two nine and six with your eighteen and three makes three nine seven with five naught naught in my chequebook makes eight nine sevenwho is that movingeight nine seven dot and carry sevendont speak my ownand the pound you lent to that man who came to the doorquiet childdot and carry childthere youve done itdid i say nine nine seven,novel
i've never heard of a childdot before. what's the name of it?,chit-chat
yes i said nine nine seven the question is can we try it for a year on nine nine seven of course we can george she cried,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
but she was prejudiced in wendys favour and he was really the grander character of the two,novel
"i don't think she was prejudiced, but i do agree with you.",chit-chat
remember mumps he warned her almost threateningly and off he went again,novel
i don't think i've ever heard of mumps. what did he do?,chit-chat
mumps one pound that is what i have put down but i daresay it will be more like thirty shillingsdont speakmeasles one five german measles half a guinea makes two fifteen sixdont waggle your fingerwhoopingcough say fifteen shillingsand so on it went and it added up differently each time but at last wendy just got through with mumps reduced to twelve six and the two kinds of measles treated as one,novel
"wow, that's a lot of shillingsand. i'm sorry to hear that.",chit-chat
there was the same excitement over john and michael had even a narrower squeak but both were kept and soon you might have seen the three of them going in a row to miss fulsoms kindergarten school accompanied by their nurse,novel
that's so sweet of them. i'm glad they got to see each other.,chit-chat
mrs,novel
have you ever been to the united states? it's a sovereign state in north america.,chit-chat
darling loved to have everything just so and mr,novel
i'm so sorry to hear that. i hope he's doing better now that you have him.,chit-chat
darling had a passion for being exactly like his neighbours so of course they had a nurse,novel
that's a good point. i don't think i've ever seen a nurse before.,chit-chat
as they were poor owing to the amount of milk the children drank this nurse was a prim newfoundland dog called nana who had belonged to no one in particular until the darlings engaged her,novel
that's so sad. i'm sorry to hear that. i hope she's doing better now.,chit-chat
she had always thought children important however and the darlings had become acquainted with her in kensington gardens where she spent most of her spare time peeping into perambulators and was much hated by careless nursemaids whom she followed to their homes and complained of to their mistresses,novel
"wow, that's interesting. i didn't know she was a nursemaid.",chit-chat
she proved to be quite a treasure of a nurse,novel
that's great to hear. i'm sure she's a great nurse. what's your favorite nurse?,chit-chat
how thorough she was at bathtime and up at any moment of the night if one of her charges made the slightest cry,novel
i'm sorry to hear that. i hope you were able to get her to forgive you.,chit-chat
of course her kennel was in the nursery,novel
"i know, right? i was so mad at her for doing that. i felt so bad for her.",chit-chat
she had a genius for knowing when a cough is a thing to have no patience with and when it needs stocking around your throat,novel
that's what i was thinking. i've been coughing since i was a kid.,chit-chat
she believed to her last day in oldfashioned remedies like rhubarb leaf and made sounds of contempt over all this newfangled talk about germs and so on,novel
that's awful. i'm sorry to hear that. what did she say about germs?,chit-chat
it was a lesson in propriety to see her escorting the children to school walking sedately by their side when they were well behaved and butting them back into line if they strayed,novel
that's a good lesson. i'm glad you were able to learn from her.,chit-chat
on johns footer days she never once forgot his sweater and she usually carried an umbrella in her mouth in case of rain,novel
that's really nice of her. i've never heard of johns footer days.,chit-chat
there is a room in the basement of miss fulsoms school where the nurses wait,novel
that's cool. i've never been to miss fulsoms school. what is it like?,chit-chat
they sat on forms while nana lay on the floor but that was the only difference,novel
that sounds like a lot of fun. did you get to see any of the other matches?,chit-chat
they affected to ignore her as of an inferior social status to themselves and she despised their light talk,novel
i'm sorry to hear that. i hope she's able to get over it.,chit-chat
she resented visits to the nursery from mrs darlings friends but if they did come she first whipped off michaels pinafore and put him into the one with blue braiding and smoothed out wendy and made a dash at johns hair,novel
that sounds like a lot of fun. what did she do to get him to do that?,chit-chat
no nursery could possibly have been conducted more correctly and mr,novel
that's what i was thinking. i don't know what to do with myself.,chit-chat
darling knew it yet he sometimes wondered uneasily whether the neighbours talked,novel
that's a good way to look at it. what did darling say to the neighbors?,chit-chat
he had his position in the city to consider,novel
that's good to hear. i'm glad he's doing well in the city.,chit-chat
nana also troubled him in another way,novel
i don't know what you mean by that. are you referring to something i'm not aware of?,chit-chat
he had sometimes a feeling that she did not admire him,novel
i'm sorry to hear that. what did he do to make you feel that way?,chit-chat
i know she admires you tremendously george mrs,novel
i love george mrs. he's such a great man. i wish i could have known him when i was younger.,chit-chat
darling would assure him and then she would sign to the children to be specially nice to father,novel
that's a good way to look at it. i think she would be a good parent.,chit-chat
lovely dances followed in which the only other servant liza was sometimes allowed to join,novel
that's so cool! i've never heard of such a thing before. i'll have to check it out.,chit-chat
such a midget she looked in her long skirt and maids cap though she had sworn when engaged that she would never see ten again,novel
"wow, that's a big deal. i'm sorry to hear that. what happened?",chit-chat
the gaiety of those romps,novel
i'm not sure what you mean. are you talking about the gaiety of the romps?,chit-chat
and gayest of all was mrs,novel
i'm so sorry to hear that. i hope she's doing better now. what happened to her?,chit-chat
darling who would pirouette so wildly that all you could see of her was the kiss and then if you had dashed at her you might have got it,novel
i don't think i could do that. i'm not very good at flirting.,chit-chat
there never was a simpler happier family until the coming of peter pan,novel
what happened to peter pan? i've never heard of him. what's his name?,chit-chat
mrs,novel
have you ever been to the united states? it's a sovereign state in north america.,chit-chat
darling first heard of peter when she was tidying up her childrens minds,novel
"aww, that's so sweet of her. i've never heard of him.",chit-chat
it is the nightly custom of every good mother after her children are asleep to rummage in their minds and put things straight for next morning repacking into their proper places the many articles that have wandered during the day,novel
that's a good way to look at it. i don't think i could do that.,chit-chat
if you could keep awake but of course you cant you would see your own mother doing this and you would find it very interesting to watch her,novel
that's a good point. i'm not sure if i'd be able to keep up with her.,chit-chat
it is quite like tidying up drawers,novel
tidying up? what does that mean? i'm not sure what that means lol,chit-chat
you would see her on her knees i expect lingering humorously over some of your contents wondering where on earth you had picked this thing up making discoveries sweet and not so sweet pressing this to her cheek as if it were as nice as a kitten and hurriedly stowing that out of sight,novel
that's a good way to look at it. i don't think i could do that.,chit-chat
when you wake in the morning the naughtiness and evil passions with which you went to bed have been folded up small and placed at the bottom of your mind and on the top beautifully aired are spread out your prettier thoughts ready for you to put on,novel
that's a good way to look at it. i'm not sure i've ever felt that way before.,chit-chat
i dont know whether you have ever seen a map of a persons mind,novel
i've never seen a map of a person's mind. what's it about?,chit-chat
doctors sometimes draw maps of other parts of you and your own map can become intensely interesting but catch them trying to draw a map of a childs mind which is not only confused but keeps going round all the time,novel
that's interesting. i've never seen a map of a childs mind before.,chit-chat
there are zigzag lines on it just like your temperature on a card and these are probably roads in the island for the neverland is always more or less an island with astonishing splashes of colour here and there and coral reefs and rakishlooking craft in the offing and savages and lonely lairs and gnomes who are mostly tailors and caves through which a river runs and princes with six elder brothers and a hut fast going to decay and one very small old lady with a hooked nose,novel
that sounds like a lot of fun! i'd love to visit one of these islands one day.,chit-chat
it would be an easy map if that were all but there is also first day at school religion fathers the round pond needlework murders hangings verbs that take the dative chocolate pudding day getting into braces say ninetynine threepence for pulling out your tooth yourself and so on and either these are part of the island or they are another map showing through and it is all rather confusing especially as nothing will stand still,novel
"wow, that's a lot of information. i'll have to look into that.",chit-chat
of course the neverlands vary a good deal,novel
"yeah, it's a good deal. i think i'm going to pick it up.",chit-chat
johns for instance had a lagoon with flamingoes flying over it at which john was shooting while michael who was very small had a flamingo with lagoons flying over it,novel
i've never heard of john's lagoon. i'll have to check it out.,chit-chat
john lived in a boat turned upside down on the sands michael in a wigwam wendy in a house of leaves deftly sewn together,novel
i've never heard of michael in a wigwam wendy. what is it about?,chit-chat
john had no friends michael had friends at night wendy had a pet wolf forsaken by its parents but on the whole the neverlands have a family resemblance and if they stood still in a row you could say of them that they have each others nose and so forth,novel
i've never heard of the wolf forsaken. what's it look like?,chit-chat
on these magic shores children at play are for ever beaching their coracles,novel
i don't think i've ever beached my coracles. i'm not sure what that means.,chit-chat
we too have been there we can still hear the sound of the surf though we shall land no more,novel
that's good to hear. it's always good to be prepared for the worst.,chit-chat
of all delectable islands the neverland is the snuggest and most compact not large and sprawly you know with tedious distances between one adventure and another but nicely crammed,novel
"i've never been to the neverland, but i'd love to go. have you been?",chit-chat
when you play at it by day with the chairs and tablecloth it is not in the least alarming but in the two minutes before you go to sleep it becomes very real,novel
that's a good way to look at it. i'm not sure i could do that.,chit-chat
that is why there are nightlights,novel
i didn't know there were nightlights. i'll have to look into that.,chit-chat
occasionally in her travels through her childrens minds mrs,novel
that's really sweet of her. i'm sure she's very proud of you.,chit-chat
darling found things she could not understand and of these quite the most perplexing was the word peter,novel
i'm sorry to hear that. what did darling find that she couldn't understand?,chit-chat
she knew of no peter and yet he was here and there in john and michaels minds while wendys began to be scrawled all over with him,novel
that's pretty crazy. i'm glad she didn't do anything to him.,chit-chat
the name stood out in bolder letters than any of the other words and as mrs,novel
i didn't even notice until you pointed it out. what's your favorite letter?,chit-chat
darling gazed she felt that it had an oddly cocky appearance,novel
i'm sorry to hear that. what did you do to make her feel that way?,chit-chat
yes he is rather cocky wendy admitted with regret,novel
i don't think so. i think he's just trying to make himself feel better.,chit-chat
her mother had been questioning her,novel
that's so sad. i hope she's okay. i'm sorry to hear that.,chit-chat
but who is he my pet he is peter pan you know mother at first mrs,novel
i'm sorry to hear that. i hope you're able to find peace with him.,chit-chat
darling did not know but after thinking back into her childhood she just remembered a peter pan who was said to live with the fairies,novel
"that's really cool. i've never seen the movie, but i hear it's pretty good.",chit-chat
there were odd stories about him as that when children died he went part of the way with them so that they should not be frightened,novel
that's interesting. i've never heard of that before. what was it about?,chit-chat
she had believed in him at the time but now that she was married and full of sense she quite doubted whether there was any such person,novel
i'm sorry to hear that. i hope she's able to get over it.,chit-chat
besides she said to wendy he would be grown up by this time oh no he isnt grown up wendy assured her confidently and he is just my size she meant that he was her size in both mind and body she didnt know how she knew she just knew it,novel
that's a good point. it's hard for me to believe that she didn't know that.,chit-chat
mrs,novel
have you ever been to the united states? it's a sovereign state in north america.,chit-chat
darling consulted mr,novel
have you ever heard of darling darling mr? it's a fictional character from the american horror story series.,chit-chat
darling but he smiled poohpooh,novel
that's so cute! i've never seen a dog smile like that before. do you like dogs?,chit-chat
mark my words he said it is some nonsense nana has been putting into their heads just the sort of idea a dog would have,novel
i don't think i've ever heard of nana. what's it about?,chit-chat
leave it alone and it will blow over but it would not blow over and soon the troublesome boy gave mrs,novel
that's a good point. i guess i'll just have to wait and see.,chit-chat
darling quite a shock,novel
"i know, i was so shocked. it's been a while since i've seen it.",chit-chat
children have the strangest adventures without being troubled by them,novel
"that's true, but i'm not sure if i'd want to be a parent.",chit-chat
for instance they may remember to mention a week after the event happened that when they were in the wood they had met their dead father and had a game with him,novel
that's a really good idea. i'll try to remember that for next time.,chit-chat
it was in this casual way that wendy one morning made a disquieting revelation,novel
what did she say? i've never heard of a disquieting revelation before. what was it about?,chit-chat
some leaves of a tree had been found on the nursery floor which certainly were not there when the children went to bed and mrs,novel
"oh no, that's terrible. i'm so sorry you had to go through that.",chit-chat
darling was puzzling over them when wendy said with a tolerant smile i do believe it is that peter again whatever do you mean wendy it is so naughty of him not to wipe his feet wendy said sighing,novel
i'm not sure what you mean by that. i don't understand what you're saying.,chit-chat
she was a tidy child,novel
that's good to hear. what did she do to make you think she was tidy?,chit-chat
she explained in quite a matteroffact way that she thought peter sometimes came to the nursery in the night and sat on the foot of her bed and played on his pipes to her,novel
"wow, that's really interesting. did you find out who did it or did she tell you?",chit-chat
unfortunately she never woke so she didnt know how she knew she just knew,novel
i'm sorry to hear that. do you think she'll be able to get over it?,chit-chat
what nonsense you talk precious,novel
i don't know what i'm talking about. i just want to be happy.,chit-chat
no one can get into the house without knocking i think he comes in by the window she said,novel
that's not good. i'm sorry to hear that. i hope he's ok.,chit-chat
my love it is three floors up were not the leaves at the foot of the window mother it was quite true the leaves had been found very near the window,novel
"wow, that's really interesting. did you find out who did it or was it someone else?",chit-chat
mrs,novel
have you ever been to the united states? it's a sovereign state in north america.,chit-chat
darling did not know what to think for it all seemed so natural to wendy that you could not dismiss it by saying she had been dreaming,novel
"that's a good point. i didn't think about it that way, but it makes a lot of sense.",chit-chat
my child the mother cried why did you not tell me of this before i forgot said wendy lightly,novel
oh no! i'm sorry to hear that. i hope she's doing better now.,chit-chat
she was in a hurry to get her breakfast,novel
that's a good way to look at it. i'm glad you were able to get her breakfast.,chit-chat
oh surely she must have been dreaming,novel
i don't think so. i'm not sure if it was a dream or not.,chit-chat
but on the other hand there were the leaves,novel
"that's true, but it's not as bad as people make it out to be.",chit-chat
mrs,novel
have you ever been to the united states? it's a sovereign state in north america.,chit-chat
darling examined them very carefully they were skeleton leaves but she was sure they did not come from any tree that grew in england,novel
"that's interesting. i've never heard of them before, but i'm not familiar with them.",chit-chat
she crawled about the floor peering at it with a candle for marks of a strange foot,novel
"oh my god, that's so gross! i'd be so grossed out! what did you do?",chit-chat
she rattled the poker up the chimney and tapped the walls,novel
that's pretty cool. what did she do to make you think she did something like that?,chit-chat
she let down a tape from the window to the pavement and it was a sheer drop of thirty feet without so much as a spout to climb up by,novel
"oh my god, that's terrible. i'm sorry you had to go through that.",chit-chat
certainly wendy had been dreaming,novel
i don't think so. i think it's more likely that she was dreaming about something else.,chit-chat
but wendy had not been dreaming as the very next night showed the night on which the extraordinary adventures of these children may be said to have begun,novel
i'm not sure what you're talking about. what do you mean by that?,chit-chat
on the night we speak of all the children were once more in bed,novel
"oh wow, that must have been a lot of fun. did you have a good time?",chit-chat
it happened to be nanas evening off and mrs,novel
that's really nice of them. i'm glad you got to spend time with them.,chit-chat
darling had bathed them and sung to them till one by one they had let go her hand and slid away into the land of sleep,novel
"awww, that's so sweet. i'm so sorry to hear that.",chit-chat
all were looking so safe and cosy that she smiled at her fears now and sat down tranquilly by the fire to sew,novel
that's so nice of her. i'm glad you were able to sew.,chit-chat
it was something for michael who on his birthday was getting into shirts,novel
that's really cool. what did you get him to get into the shirts for you?,chit-chat
the fire was warm however and the nursery dimly lit by three nightlights and presently the sewing lay on mrs darlings lap,novel
i'm so sorry to hear that. i hope it wasn't too bad for you.,chit-chat
then her head nodded oh so gracefully,novel
i know right! i was so happy to see her smile. she is such a beautiful woman.,chit-chat
she was asleep,novel
are you sure she wasn't asleep? i've had that happen to me before.,chit-chat
look at the four of them wendy and michael over there john here and mrs,novel
that's so funny! i've never seen that show. what's it about?,chit-chat
darling by the fire,novel
have you ever heard of darling by the fire? it's an american horror film. have you heard of it?,chit-chat
there should have been a fourth nightlight,novel
"i know, i was so scared. i had to get up and go to the bathroom.",chit-chat
while she slept she had a dream,novel
what kind of dream was it? i've never heard of a dream like that before.,chit-chat
she dreamt that the neverland had come too near and that a strange boy had broken through from it,novel
"wow, that's crazy. what happened to the neverland? did you find out who it was?",chit-chat
he did not alarm her for she thought she had seen him before in the faces of many women who have no children,novel
that's a good way to look at it. i'm glad he didn't do that.,chit-chat
perhaps he is to be found in the faces of some mothers also,novel
that's what i'm thinking too. i don't know what to do.,chit-chat
but in her dream he had rent the film that obscures the neverland and she saw wendy and john and michael peeping through the gap,novel
"wow, that's really interesting. i've never heard of that movie before. what's it about?",chit-chat
the dream by itself would have been a trifle but while she was dreaming the window of the nursery blew open and a boy did drop on the floor,novel
"wow, that must have been a scary dream. did you have to go to the hospital?",chit-chat
he was accompanied by a strange light no bigger than your fist which darted about the room like a living thing and i think it must have been this light that wakened mrs,novel
"that's a good guess, but i don't think so. i think it was a ghost.",chit-chat
darling,novel
"have you ever heard of the term "" darling ""? it's a term that refers to a person's ability to express themselves in a particular way.",chit-chat
she started up with a cry and saw the boy and somehow she knew at once that he was peter pan,novel
"oh my gosh, that's so sad. i'm so sorry to hear that.",chit-chat
if you or i or wendy had been there we should have seen that he was very like mrs darlings kiss,novel
that's what i was thinking. i'm glad he didn't do it.,chit-chat
he was a lovely boy clad in skeleton leaves and the juices that ooze out of trees but the most entrancing thing about him was that he had all his first teeth,novel
"wow, that's amazing! i bet he had a great life. i'm glad he's doing well now.",chit-chat
when he saw she was a grownup he gnashed the little pearls at her,novel
that's a good way to look at it. i'm glad he didn't do that to her.,chit-chat
chapter ii,novel
chapter ii is my favorite book of all time. it's the first book in the series.,chit-chat
the shadow mrs,novel
have you ever seen the shadow mrs? it's an american mystery film produced by shadow mrs.,chit-chat
darling screamed and as if in answer to a bell the door opened and nana entered returned from her evening out,novel
"oh my gosh, that's so scary! i'm so sorry to hear that.",chit-chat
she growled and sprang at the boy who leapt lightly through the window,novel
that's not good. i'm sorry to hear that. what did you do?,chit-chat
again mrs,novel
i don't think i've ever seen a mrs. mrs. in my life.,chit-chat
darling screamed this time in distress for him for she thought he was killed and she ran down into the street to look for his little body but it was not there and she looked up and in the black night she could see nothing but what she thought was a shooting star,novel
i'm so sorry to hear that. i hope he's okay. what happened to him?,chit-chat
she returned to the nursery and found nana with something in her mouth which proved to be the boys shadow,novel
"wow, that's really interesting. did you find out who it was or what it was?",chit-chat
as he leapt at the window nana had closed it quickly too late to catch him but his shadow had not had time to get out slam went the window and snapped it off,novel
"wow, that's pretty scary. did he get hit by a car or something like that?",chit-chat
you may be sure mrs,novel
i'm not sure. i don't know what to do. it's been so long since i've seen her.,chit-chat
darling examined the shadow carefully but it was quite the ordinary kind,novel
i'm sorry to hear that. what did darling do to make you feel that way?,chit-chat
nana had no doubt of what was the best thing to do with this shadow,novel
i'm sorry to hear that. what was the best thing to do with this shadow?,chit-chat
she hung it out at the window meaning he is sure to come back for it let us put it where he can get it easily without disturbing the children but unfortunately mrs,novel
i'm sorry to hear that. i hope he doesn't get hurt too much.,chit-chat
darling could not leave it hanging out at the window it looked so like the washing and lowered the whole tone of the house,novel
oh no! did you have to clean it up? i'm sorry to hear that.,chit-chat
she thought of showing it to mr,novel
that's what i'm thinking too. i don't know what to do now.,chit-chat
darling but he was totting up winter greatcoats for john and michael with a wet towel around his head to keep his brain clear and it seemed a shame to trouble him besides she knew exactly what he would say it all comes of having a dog for a nurse she decided to roll the shadow up and put it away carefully in a drawer until a fitting opportunity came for telling her husband,novel
"awww, that's so sweet of him. i'm sure he appreciated it.",chit-chat
ah me,novel
what do you like to do in your spare time? i like to go to the beach.,chit-chat
the opportunity came a week later on that nevertobeforgotten friday,novel
"that's awesome! what opportunity did you get, if you don't mind me asking?",chit-chat
of course it was a friday,novel
"yes, it was. i was so mad at myself for not doing it earlier. i didn't know what to do.",chit-chat
i ought to have been specially careful on a friday she used to say afterwards to her husband while perhaps nana was on the other side of her holding her hand,novel
i'm sorry to hear that. i hope you're able to work things out.,chit-chat
no no mr,novel
i'm not sure what you mean by that. what do you mean no mr.?,chit-chat
darling always said i am responsible for it all,novel
i'm sorry to hear that. what did you do to make him feel that way?,chit-chat
i george darling did it,novel
i love george darling! he's such a great actor. he was born and raised in new york city.,chit-chat
_mea culpa mea culpa_ he had had a classical education,novel
i love classical education. it's a great way to learn about the world around you.,chit-chat
they sat thus night after night recalling that fatal friday till every detail of it was stamped on their brains and came through on the other side like the faces on a bad coinage,novel
"oh my god, that's terrible. i'm so sorry you had to go through that.",chit-chat
if only i had not accepted that invitation to dine at 27 mrs,novel
i'm sorry to hear that. why didn't you accept the invitation to dine at 27 mrs?,chit-chat
darling said,novel
have you ever heard of said said? it's a song by an american singer and songwriter.,chit-chat
if only i had not poured my medicine into nanas bowl said mr,novel
i'm sorry to hear that. i hope you're feeling better now. what did he say?,chit-chat
darling,novel
"have you ever heard of the term "" darling ""? it's a term that refers to a person's ability to express themselves in a particular way.",chit-chat
if only i had pretended to like the medicine was what nanas wet eyes said,novel
i'm sorry to hear that. i hope you're able to pretend to like it.,chit-chat
my liking for parties george my fatal gift of humour dearest my touchiness about trifles dear master and mistress then one or more of them would break down altogether nana at the thought its true its true they ought not to have had a dog for a nurse many a time it was mr,novel
i'm sorry to hear about your trifles. what happened to mr. george?,chit-chat
darling who put the handkerchief to nanas eyes,novel
"i don't know who nanas is, but i know he's a great player.",chit-chat
that fiend mr,novel
i love the fiend mr. it's my favorite toy. i've been playing with it since i was a kid.,chit-chat
darling would cry and nanas bark was the echo of it but mrs,novel
"i've never heard of nanas bark, but i'll look it up. what's it about?",chit-chat
darling never upbraided peter there was something in the righthand corner of her mouth that wanted her not to call peter names,novel
that's interesting. i've never heard of darling never upbrapeter before.,chit-chat
they would sit there in the empty nursery recalling fondly every smallest detail of that dreadful evening,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
it had begun so uneventfully so precisely like a hundred other evenings with nana putting on the water for michaels bath and carrying him to it on her back,novel
i'm sorry to hear that. i hope you're able to get over it.,chit-chat
i wont go to bed he had shouted like one who still believed that he had the last word on the subject i wont i wont,novel
i'm sorry to hear that. i hope you're able to go to bed soon.,chit-chat
nana it isnt six oclock yet,novel
i'm sorry to hear that. what do you do for a living? do you have any hobbies?,chit-chat
oh dear oh dear i shant love you any more nana,novel
thank you so much! i'm so proud of her. she's my best friend.,chit-chat
i tell you i wont be bathed i wont i wont then mrs,novel
i'm sorry to hear that. i hope you're able to make it through.,chit-chat
darling had come in wearing her white eveninggown,novel
darling had come to wear her white eveninggown... what did she do?,chit-chat
she had dressed early because wendy so loved to see her in her eveninggown with the necklace george had given her,novel
"wow, that's really interesting. i didn't know she had a necklace george gave her.",chit-chat
she was wearing wendys bracelet on her arm she had asked for the loan of it,novel
that's not good. i'm sorry to hear that. what did she do?,chit-chat
wendy loved to lend her bracelet to her mother,novel
that's really cool. i've never seen that show. what's it about?,chit-chat
she had found her two older children playing at being herself and father on the occasion of wendys birth and john was saying i am happy to inform you mrs,novel
that's really sweet of him. i'm sure he's happy to hear that.,chit-chat
darling that you are now a mother in just such a tone as mr,novel
thank you so much! i'm so proud of him. he's the best!,chit-chat
darling himself may have used on the real occasion,novel
i don't think so. i'm not sure why he would do something like that.,chit-chat
wendy had danced with joy just as the real mrs,novel
